journal,year,n_bar_cont,n_informative,n_bar_or_informative,policy,policy_year,JCR Abbreviation,Publisher,All_Fields
American journal of physiology. Renal physiology,2025.0,24,106,109,1.0,2017,AM J PHYSIOL-RENAL,AMER PHYSIOLOGICAL SOC,PHYSIOLOGY; UROLOGY & NEPHROLOGY
American journal of physiology. Renal physiology,2026.0,2,13,13,1.0,2017,AM J PHYSIOL-RENAL,AMER PHYSIOLOGICAL SOC,PHYSIOLOGY; UROLOGY & NEPHROLOGY
Antioxidants &amp; redox signaling,2010.0,78,12,82,1.0,2020,ANTIOXID REDOX SIGN,"MARY ANN LIEBERT, INC",BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
Antioxidants &amp; redox signaling,2011.0,126,23,128,1.0,2020,ANTIOXID REDOX SIGN,"MARY ANN LIEBERT, INC",BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
Antioxidants &amp; redox signaling,2012.0,91,21,95,1.0,2020,ANTIOXID REDOX SIGN,"MARY ANN LIEBERT, INC",BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
Antioxidants &amp; redox signaling,2013.0,120,25,124,1.0,2020,ANTIOXID REDOX SIGN,"MARY ANN LIEBERT, INC",BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
Antioxidants &amp; redox signaling,2014.0,142,27,145,1.0,2020,ANTIOXID REDOX SIGN,"MARY ANN LIEBERT, INC",BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
Antioxidants &amp; redox signaling,2015.0,92,22,95,1.0,2020,ANTIOXID REDOX SIGN,"MARY ANN LIEBERT, INC",BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
Antioxidants &amp; redox signaling,2016.0,81,28,84,1.0,2020,ANTIOXID REDOX SIGN,"MARY ANN LIEBERT, INC",BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
Antioxidants &amp; redox signaling,2017.0,84,27,84,1.0,2020,ANTIOXID REDOX SIGN,"MARY ANN LIEBERT, INC",BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
Antioxidants &amp; redox signaling,2018.0,56,25,62,1.0,2020,ANTIOXID REDOX SIGN,"MARY ANN LIEBERT, INC",BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
Antioxidants &amp; redox signaling,2019.0,77,40,90,1.0,2020,ANTIOXID REDOX SIGN,"MARY ANN LIEBERT, INC",BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
Antioxidants &amp; redox signaling,2020.0,42,26,45,1.0,2020,ANTIOXID REDOX SIGN,"MARY ANN LIEBERT, INC",BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
Antioxidants &amp; redox signaling,2021.0,24,32,42,1.0,2020,ANTIOXID REDOX SIGN,"MARY ANN LIEBERT, INC",BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
Antioxidants &amp; redox signaling,2022.0,7,31,33,1.0,2020,ANTIOXID REDOX SIGN,"MARY ANN LIEBERT, INC",BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
Antioxidants &amp; redox signaling,2023.0,15,34,35,1.0,2020,ANTIOXID REDOX SIGN,"MARY ANN LIEBERT, INC",BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
Antioxidants &amp; redox signaling,2024.0,12,37,37,1.0,2020,ANTIOXID REDOX SIGN,"MARY ANN LIEBERT, INC",BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
Antioxidants &amp; redox signaling,2025.0,34,90,90,1.0,2020,ANTIOXID REDOX SIGN,"MARY ANN LIEBERT, INC",BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
"Arthritis &amp; rheumatology (Hoboken, N.J.)",2014.0,171,112,205,1.0,2020,ARTHRITIS RHEUMATOL,WILEY,RHEUMATOLOGY
"Arthritis &amp; rheumatology (Hoboken, N.J.)",2015.0,152,126,202,1.0,2020,ARTHRITIS RHEUMATOL,WILEY,RHEUMATOLOGY
"Arthritis &amp; rheumatology (Hoboken, N.J.)",2016.0,114,102,150,1.0,2020,ARTHRITIS RHEUMATOL,WILEY,RHEUMATOLOGY
"Arthritis &amp; rheumatology (Hoboken, N.J.)",2017.0,90,77,119,1.0,2020,ARTHRITIS RHEUMATOL,WILEY,RHEUMATOLOGY
"Arthritis &amp; rheumatology (Hoboken, N.J.)",2018.0,64,73,100,1.0,2020,ARTHRITIS RHEUMATOL,WILEY,RHEUMATOLOGY
"Arthritis &amp; rheumatology (Hoboken, N.J.)",2019.0,57,69,93,1.0,2020,ARTHRITIS RHEUMATOL,WILEY,RHEUMATOLOGY
"Arthritis &amp; rheumatology (Hoboken, N.J.)",2020.0,65,90,107,1.0,2020,ARTHRITIS RHEUMATOL,WILEY,RHEUMATOLOGY
"Arthritis &amp; rheumatology (Hoboken, N.J.)",2021.0,47,100,121,1.0,2020,ARTHRITIS RHEUMATOL,WILEY,RHEUMATOLOGY
"Arthritis &amp; rheumatology (Hoboken, N.J.)",2022.0,30,87,96,1.0,2020,ARTHRITIS RHEUMATOL,WILEY,RHEUMATOLOGY
"Arthritis &amp; rheumatology (Hoboken, N.J.)",2023.0,28,102,112,1.0,2020,ARTHRITIS RHEUMATOL,WILEY,RHEUMATOLOGY
"Arthritis &amp; rheumatology (Hoboken, N.J.)",2024.0,27,71,80,1.0,2020,ARTHRITIS RHEUMATOL,WILEY,RHEUMATOLOGY
"Arthritis &amp; rheumatology (Hoboken, N.J.)",2025.0,32,111,119,1.0,2020,ARTHRITIS RHEUMATOL,WILEY,RHEUMATOLOGY
Blood cancer journal,2011.0,20,8,22,1.0,2013,BLOOD CANCER J,SPRINGERNATURE,HEMATOLOGY; ONCOLOGY
Blood cancer journal,2012.0,17,16,26,1.0,2013,BLOOD CANCER J,SPRINGERNATURE,HEMATOLOGY; ONCOLOGY
Blood cancer journal,2013.0,27,16,33,1.0,2013,BLOOD CANCER J,SPRINGERNATURE,HEMATOLOGY; ONCOLOGY
Blood cancer journal,2014.0,25,21,32,1.0,2013,BLOOD CANCER J,SPRINGERNATURE,HEMATOLOGY; ONCOLOGY
Blood cancer journal,2015.0,20,21,28,1.0,2013,BLOOD CANCER J,SPRINGERNATURE,HEMATOLOGY; ONCOLOGY
Blood cancer journal,2016.0,17,14,23,1.0,2013,BLOOD CANCER J,SPRINGERNATURE,HEMATOLOGY; ONCOLOGY
Blood cancer journal,2017.0,16,20,26,1.0,2013,BLOOD CANCER J,SPRINGERNATURE,HEMATOLOGY; ONCOLOGY
Blood cancer journal,2018.0,11,19,23,1.0,2013,BLOOD CANCER J,SPRINGERNATURE,HEMATOLOGY; ONCOLOGY
Blood cancer journal,2019.0,17,20,27,1.0,2013,BLOOD CANCER J,SPRINGERNATURE,HEMATOLOGY; ONCOLOGY
Blood cancer journal,2020.0,14,26,30,1.0,2013,BLOOD CANCER J,SPRINGERNATURE,HEMATOLOGY; ONCOLOGY
Blood cancer journal,2021.0,24,38,39,1.0,2013,BLOOD CANCER J,SPRINGERNATURE,HEMATOLOGY; ONCOLOGY
Blood cancer journal,2022.0,22,26,31,1.0,2013,BLOOD CANCER J,SPRINGERNATURE,HEMATOLOGY; ONCOLOGY
Blood cancer journal,2023.0,18,34,38,1.0,2013,BLOOD CANCER J,SPRINGERNATURE,HEMATOLOGY; ONCOLOGY
Blood cancer journal,2024.0,21,40,46,1.0,2013,BLOOD CANCER J,SPRINGERNATURE,HEMATOLOGY; ONCOLOGY
Blood cancer journal,2025.0,14,27,33,1.0,2013,BLOOD CANCER J,SPRINGERNATURE,HEMATOLOGY; ONCOLOGY
Bone &amp; joint research,2012.0,7,7,13,1.0,2021,BONE JOINT RES,BRITISH EDITORIAL SOC BONE & JOINT SURGERY,CELL & TISSUE ENGINEERING; ORTHOPEDICS
Bone &amp; joint research,2013.0,8,5,12,1.0,2021,BONE JOINT RES,BRITISH EDITORIAL SOC BONE & JOINT SURGERY,CELL & TISSUE ENGINEERING; ORTHOPEDICS
Bone &amp; joint research,2014.0,12,8,20,1.0,2021,BONE JOINT RES,BRITISH EDITORIAL SOC BONE & JOINT SURGERY,CELL & TISSUE ENGINEERING; ORTHOPEDICS
Bone &amp; joint research,2015.0,2,5,6,1.0,2021,BONE JOINT RES,BRITISH EDITORIAL SOC BONE & JOINT SURGERY,CELL & TISSUE ENGINEERING; ORTHOPEDICS
Bone &amp; joint research,2016.0,21,12,30,1.0,2021,BONE JOINT RES,BRITISH EDITORIAL SOC BONE & JOINT SURGERY,CELL & TISSUE ENGINEERING; ORTHOPEDICS
Bone &amp; joint research,2017.0,31,13,39,1.0,2021,BONE JOINT RES,BRITISH EDITORIAL SOC BONE & JOINT SURGERY,CELL & TISSUE ENGINEERING; ORTHOPEDICS
Bone &amp; joint research,2018.0,23,18,40,1.0,2021,BONE JOINT RES,BRITISH EDITORIAL SOC BONE & JOINT SURGERY,CELL & TISSUE ENGINEERING; ORTHOPEDICS
Bone &amp; joint research,2019.0,25,12,33,1.0,2021,BONE JOINT RES,BRITISH EDITORIAL SOC BONE & JOINT SURGERY,CELL & TISSUE ENGINEERING; ORTHOPEDICS
Bone &amp; joint research,2020.0,39,19,49,1.0,2021,BONE JOINT RES,BRITISH EDITORIAL SOC BONE & JOINT SURGERY,CELL & TISSUE ENGINEERING; ORTHOPEDICS
Bone &amp; joint research,2021.0,42,21,50,1.0,2021,BONE JOINT RES,BRITISH EDITORIAL SOC BONE & JOINT SURGERY,CELL & TISSUE ENGINEERING; ORTHOPEDICS
Bone &amp; joint research,2022.0,30,34,52,1.0,2021,BONE JOINT RES,BRITISH EDITORIAL SOC BONE & JOINT SURGERY,CELL & TISSUE ENGINEERING; ORTHOPEDICS
Bone &amp; joint research,2023.0,23,26,38,1.0,2021,BONE JOINT RES,BRITISH EDITORIAL SOC BONE & JOINT SURGERY,CELL & TISSUE ENGINEERING; ORTHOPEDICS
Bone &amp; joint research,2024.0,25,24,41,1.0,2021,BONE JOINT RES,BRITISH EDITORIAL SOC BONE & JOINT SURGERY,CELL & TISSUE ENGINEERING; ORTHOPEDICS
Bone &amp; joint research,2025.0,27,44,62,1.0,2021,BONE JOINT RES,BRITISH EDITORIAL SOC BONE & JOINT SURGERY,CELL & TISSUE ENGINEERING; ORTHOPEDICS
Bone marrow transplantation,2010.0,24,35,54,1.0,2013,BONE MARROW TRANSPL,SPRINGERNATURE,HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
Bone marrow transplantation,2011.0,9,18,23,1.0,2013,BONE MARROW TRANSPL,SPRINGERNATURE,HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
Bone marrow transplantation,2012.0,13,23,31,1.0,2013,BONE MARROW TRANSPL,SPRINGERNATURE,HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
Bone marrow transplantation,2013.0,18,20,34,1.0,2013,BONE MARROW TRANSPL,SPRINGERNATURE,HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
Bone marrow transplantation,2014.0,21,36,45,1.0,2013,BONE MARROW TRANSPL,SPRINGERNATURE,HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
Bone marrow transplantation,2015.0,14,31,38,1.0,2013,BONE MARROW TRANSPL,SPRINGERNATURE,HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
Bone marrow transplantation,2016.0,10,16,24,1.0,2013,BONE MARROW TRANSPL,SPRINGERNATURE,HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
Bone marrow transplantation,2017.0,15,27,36,1.0,2013,BONE MARROW TRANSPL,SPRINGERNATURE,HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
Bone marrow transplantation,2018.0,14,18,28,1.0,2013,BONE MARROW TRANSPL,SPRINGERNATURE,HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
Bone marrow transplantation,2019.0,14,26,35,1.0,2013,BONE MARROW TRANSPL,SPRINGERNATURE,HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
Bone marrow transplantation,2020.0,20,23,33,1.0,2013,BONE MARROW TRANSPL,SPRINGERNATURE,HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
Bone marrow transplantation,2021.0,14,48,56,1.0,2013,BONE MARROW TRANSPL,SPRINGERNATURE,HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
Bone marrow transplantation,2022.0,12,28,34,1.0,2013,BONE MARROW TRANSPL,SPRINGERNATURE,HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
Bone marrow transplantation,2023.0,5,16,20,1.0,2013,BONE MARROW TRANSPL,SPRINGERNATURE,HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
Bone marrow transplantation,2024.0,12,21,27,1.0,2013,BONE MARROW TRANSPL,SPRINGERNATURE,HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
Bone marrow transplantation,2025.0,7,27,32,1.0,2013,BONE MARROW TRANSPL,SPRINGERNATURE,HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
Bone marrow transplantation,2026.0,0,0,0,1.0,2013,BONE MARROW TRANSPL,SPRINGERNATURE,HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
Brain : a journal of neurology,2010.0,140,69,172,1.0,2013,BRAIN,OXFORD UNIV PRESS,CLINICAL NEUROLOGY; NEUROSCIENCES
Brain : a journal of neurology,2011.0,123,58,158,1.0,2013,BRAIN,OXFORD UNIV PRESS,CLINICAL NEUROLOGY; NEUROSCIENCES
Brain : a journal of neurology,2012.0,126,80,172,1.0,2013,BRAIN,OXFORD UNIV PRESS,CLINICAL NEUROLOGY; NEUROSCIENCES
Brain : a journal of neurology,2013.0,126,58,156,1.0,2013,BRAIN,OXFORD UNIV PRESS,CLINICAL NEUROLOGY; NEUROSCIENCES
Brain : a journal of neurology,2014.0,113,64,145,1.0,2013,BRAIN,OXFORD UNIV PRESS,CLINICAL NEUROLOGY; NEUROSCIENCES
Brain : a journal of neurology,2015.0,122,75,158,1.0,2013,BRAIN,OXFORD UNIV PRESS,CLINICAL NEUROLOGY; NEUROSCIENCES
Brain : a journal of neurology,2016.0,96,67,129,1.0,2013,BRAIN,OXFORD UNIV PRESS,CLINICAL NEUROLOGY; NEUROSCIENCES
Brain : a journal of neurology,2017.0,102,79,140,1.0,2013,BRAIN,OXFORD UNIV PRESS,CLINICAL NEUROLOGY; NEUROSCIENCES
Brain : a journal of neurology,2018.0,72,113,150,1.0,2013,BRAIN,OXFORD UNIV PRESS,CLINICAL NEUROLOGY; NEUROSCIENCES
Brain : a journal of neurology,2019.0,30,155,168,1.0,2013,BRAIN,OXFORD UNIV PRESS,CLINICAL NEUROLOGY; NEUROSCIENCES
Brain : a journal of neurology,2020.0,29,142,151,1.0,2013,BRAIN,OXFORD UNIV PRESS,CLINICAL NEUROLOGY; NEUROSCIENCES
Brain : a journal of neurology,2021.0,33,164,173,1.0,2013,BRAIN,OXFORD UNIV PRESS,CLINICAL NEUROLOGY; NEUROSCIENCES
Brain : a journal of neurology,2022.0,34,202,207,1.0,2013,BRAIN,OXFORD UNIV PRESS,CLINICAL NEUROLOGY; NEUROSCIENCES
Brain : a journal of neurology,2023.0,63,235,246,1.0,2013,BRAIN,OXFORD UNIV PRESS,CLINICAL NEUROLOGY; NEUROSCIENCES
Brain : a journal of neurology,2024.0,59,198,207,1.0,2013,BRAIN,OXFORD UNIV PRESS,CLINICAL NEUROLOGY; NEUROSCIENCES
Brain : a journal of neurology,2025.0,84,296,307,1.0,2013,BRAIN,OXFORD UNIV PRESS,CLINICAL NEUROLOGY; NEUROSCIENCES
British journal of cancer,2010.0,153,95,204,1.0,2013,BRIT J CANCER,SPRINGERNATURE,ONCOLOGY
British journal of cancer,2011.0,154,85,196,1.0,2013,BRIT J CANCER,SPRINGERNATURE,ONCOLOGY
British journal of cancer,2012.0,150,107,208,1.0,2013,BRIT J CANCER,SPRINGERNATURE,ONCOLOGY
British journal of cancer,2013.0,194,177,288,1.0,2013,BRIT J CANCER,SPRINGERNATURE,ONCOLOGY
British journal of cancer,2014.0,195,144,259,1.0,2013,BRIT J CANCER,SPRINGERNATURE,ONCOLOGY
British journal of cancer,2015.0,117,112,186,1.0,2013,BRIT J CANCER,SPRINGERNATURE,ONCOLOGY
British journal of cancer,2016.0,77,81,117,1.0,2013,BRIT J CANCER,SPRINGERNATURE,ONCOLOGY
British journal of cancer,2017.0,110,93,150,1.0,2013,BRIT J CANCER,SPRINGERNATURE,ONCOLOGY
British journal of cancer,2018.0,96,100,147,1.0,2013,BRIT J CANCER,SPRINGERNATURE,ONCOLOGY
British journal of cancer,2019.0,73,68,99,1.0,2013,BRIT J CANCER,SPRINGERNATURE,ONCOLOGY
British journal of cancer,2020.0,147,143,201,1.0,2013,BRIT J CANCER,SPRINGERNATURE,ONCOLOGY
British journal of cancer,2021.0,96,117,147,1.0,2013,BRIT J CANCER,SPRINGERNATURE,ONCOLOGY
British journal of cancer,2022.0,94,140,166,1.0,2013,BRIT J CANCER,SPRINGERNATURE,ONCOLOGY
British journal of cancer,2023.0,98,156,180,1.0,2013,BRIT J CANCER,SPRINGERNATURE,ONCOLOGY
British journal of cancer,2024.0,108,163,187,1.0,2013,BRIT J CANCER,SPRINGERNATURE,ONCOLOGY
British journal of cancer,2025.0,96,163,174,1.0,2013,BRIT J CANCER,SPRINGERNATURE,ONCOLOGY
British journal of cancer,2026.0,9,16,16,1.0,2013,BRIT J CANCER,SPRINGERNATURE,ONCOLOGY
British journal of pharmacology,2010.0,332,52,340,1.0,2017,BRIT J PHARMACOL,WILEY,PHARMACOLOGY & PHARMACY
British journal of pharmacology,2011.0,299,42,302,1.0,2017,BRIT J PHARMACOL,WILEY,PHARMACOLOGY & PHARMACY
British journal of pharmacology,2012.0,355,62,363,1.0,2017,BRIT J PHARMACOL,WILEY,PHARMACOLOGY & PHARMACY
British journal of pharmacology,2013.0,298,45,304,1.0,2017,BRIT J PHARMACOL,WILEY,PHARMACOLOGY & PHARMACY
British journal of pharmacology,2014.0,255,44,256,1.0,2017,BRIT J PHARMACOL,WILEY,PHARMACOLOGY & PHARMACY
British journal of pharmacology,2015.0,289,58,297,1.0,2017,BRIT J PHARMACOL,WILEY,PHARMACOLOGY & PHARMACY
British journal of pharmacology,2016.0,180,49,192,1.0,2017,BRIT J PHARMACOL,WILEY,PHARMACOLOGY & PHARMACY
British journal of pharmacology,2017.0,186,53,195,1.0,2017,BRIT J PHARMACOL,WILEY,PHARMACOLOGY & PHARMACY
British journal of pharmacology,2018.0,181,87,206,1.0,2017,BRIT J PHARMACOL,WILEY,PHARMACOLOGY & PHARMACY
British journal of pharmacology,2019.0,145,107,192,1.0,2017,BRIT J PHARMACOL,WILEY,PHARMACOLOGY & PHARMACY
British journal of pharmacology,2020.0,178,144,236,1.0,2017,BRIT J PHARMACOL,WILEY,PHARMACOLOGY & PHARMACY
British journal of pharmacology,2021.0,91,145,179,1.0,2017,BRIT J PHARMACOL,WILEY,PHARMACOLOGY & PHARMACY
British journal of pharmacology,2022.0,80,158,182,1.0,2017,BRIT J PHARMACOL,WILEY,PHARMACOLOGY & PHARMACY
British journal of pharmacology,2023.0,63,119,139,1.0,2017,BRIT J PHARMACOL,WILEY,PHARMACOLOGY & PHARMACY
British journal of pharmacology,2024.0,77,168,197,1.0,2017,BRIT J PHARMACOL,WILEY,PHARMACOLOGY & PHARMACY
British journal of pharmacology,2025.0,105,269,288,1.0,2017,BRIT J PHARMACOL,WILEY,PHARMACOLOGY & PHARMACY
British journal of pharmacology,2026.0,14,21,25,1.0,2017,BRIT J PHARMACOL,WILEY,PHARMACOLOGY & PHARMACY
Cancer discovery,2011.0,23,11,26,1.0,2016,CANCER DISCOV,AMER ASSOC CANCER RESEARCH,ONCOLOGY
Cancer discovery,2012.0,47,31,51,1.0,2016,CANCER DISCOV,AMER ASSOC CANCER RESEARCH,ONCOLOGY
Cancer discovery,2013.0,59,38,63,1.0,2016,CANCER DISCOV,AMER ASSOC CANCER RESEARCH,ONCOLOGY
Cancer discovery,2014.0,64,45,68,1.0,2016,CANCER DISCOV,AMER ASSOC CANCER RESEARCH,ONCOLOGY
Cancer discovery,2015.0,52,32,58,1.0,2016,CANCER DISCOV,AMER ASSOC CANCER RESEARCH,ONCOLOGY
Cancer discovery,2016.0,54,46,64,1.0,2016,CANCER DISCOV,AMER ASSOC CANCER RESEARCH,ONCOLOGY
Cancer discovery,2017.0,59,48,66,1.0,2016,CANCER DISCOV,AMER ASSOC CANCER RESEARCH,ONCOLOGY
Cancer discovery,2018.0,47,63,71,1.0,2016,CANCER DISCOV,AMER ASSOC CANCER RESEARCH,ONCOLOGY
Cancer discovery,2019.0,58,64,74,1.0,2016,CANCER DISCOV,AMER ASSOC CANCER RESEARCH,ONCOLOGY
Cancer discovery,2020.0,60,81,86,1.0,2016,CANCER DISCOV,AMER ASSOC CANCER RESEARCH,ONCOLOGY
Cancer discovery,2021.0,78,110,117,1.0,2016,CANCER DISCOV,AMER ASSOC CANCER RESEARCH,ONCOLOGY
Cancer discovery,2022.0,63,105,111,1.0,2016,CANCER DISCOV,AMER ASSOC CANCER RESEARCH,ONCOLOGY
Cancer discovery,2023.0,34,87,90,1.0,2016,CANCER DISCOV,AMER ASSOC CANCER RESEARCH,ONCOLOGY
Cancer discovery,2024.0,39,90,92,1.0,2016,CANCER DISCOV,AMER ASSOC CANCER RESEARCH,ONCOLOGY
Cancer discovery,2025.0,47,114,119,1.0,2016,CANCER DISCOV,AMER ASSOC CANCER RESEARCH,ONCOLOGY
Cancer gene therapy,2010.0,82,20,83,1.0,2013,CANCER GENE THER,SPRINGERNATURE,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
Cancer gene therapy,2011.0,72,14,75,1.0,2013,CANCER GENE THER,SPRINGERNATURE,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
Cancer gene therapy,2012.0,85,21,86,1.0,2013,CANCER GENE THER,SPRINGERNATURE,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
Cancer gene therapy,2013.0,68,16,71,1.0,2013,CANCER GENE THER,SPRINGERNATURE,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
Cancer gene therapy,2014.0,50,16,52,1.0,2013,CANCER GENE THER,SPRINGERNATURE,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
Cancer gene therapy,2015.0,49,19,50,1.0,2013,CANCER GENE THER,SPRINGERNATURE,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
Cancer gene therapy,2016.0,44,16,45,1.0,2013,CANCER GENE THER,SPRINGERNATURE,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
Cancer gene therapy,2017.0,33,8,35,1.0,2013,CANCER GENE THER,SPRINGERNATURE,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
Cancer gene therapy,2018.0,24,11,25,1.0,2013,CANCER GENE THER,SPRINGERNATURE,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
Cancer gene therapy,2019.0,26,15,28,1.0,2013,CANCER GENE THER,SPRINGERNATURE,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
Cancer gene therapy,2020.0,44,36,51,1.0,2013,CANCER GENE THER,SPRINGERNATURE,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
Cancer gene therapy,2021.0,61,59,68,1.0,2013,CANCER GENE THER,SPRINGERNATURE,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
Cancer gene therapy,2022.0,115,105,131,1.0,2013,CANCER GENE THER,SPRINGERNATURE,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
Cancer gene therapy,2023.0,95,97,115,1.0,2013,CANCER GENE THER,SPRINGERNATURE,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
Cancer gene therapy,2024.0,90,109,118,1.0,2013,CANCER GENE THER,SPRINGERNATURE,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
Cancer gene therapy,2025.0,74,84,93,1.0,2013,CANCER GENE THER,SPRINGERNATURE,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
Cancer gene therapy,2026.0,8,10,11,1.0,2013,CANCER GENE THER,SPRINGERNATURE,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
Cancer immunology research,2013.0,18,17,25,1.0,2016,CANCER IMMUNOL RES,AMER ASSOC CANCER RESEARCH,IMMUNOLOGY; ONCOLOGY
Cancer immunology research,2014.0,61,62,80,1.0,2016,CANCER IMMUNOL RES,AMER ASSOC CANCER RESEARCH,IMMUNOLOGY; ONCOLOGY
Cancer immunology research,2015.0,86,79,101,1.0,2016,CANCER IMMUNOL RES,AMER ASSOC CANCER RESEARCH,IMMUNOLOGY; ONCOLOGY
Cancer immunology research,2016.0,56,63,80,1.0,2016,CANCER IMMUNOL RES,AMER ASSOC CANCER RESEARCH,IMMUNOLOGY; ONCOLOGY
Cancer immunology research,2017.0,76,74,91,1.0,2016,CANCER IMMUNOL RES,AMER ASSOC CANCER RESEARCH,IMMUNOLOGY; ONCOLOGY
Cancer immunology research,2018.0,94,102,119,1.0,2016,CANCER IMMUNOL RES,AMER ASSOC CANCER RESEARCH,IMMUNOLOGY; ONCOLOGY
Cancer immunology research,2019.0,112,123,149,1.0,2016,CANCER IMMUNOL RES,AMER ASSOC CANCER RESEARCH,IMMUNOLOGY; ONCOLOGY
