JID,Journal Name,JCR_Abbrev,Field,issn,e_issn,issn_fixed,JCR_Rank,IF,Publisher,Publisher_WoS,Policy,Year_policy,checked_last_on,Group,openalex_URL,oa_id,NLM_ISSN,URL,URL2,NLM,FLAG,Policy_location,All_Fields
50,Molecular Metabolism,MOL METAB,ENDOCRINOLOGY & METABOLISM,2212-8778,2212-8778,2212-8778,16,7.4,ELSEVIER,ELSEVIER,0,,,17,https://www.journals.elsevier.com/molecular-metabolism,https://openalex.org/S2764545133,https://www.ncbi.nlm.nih.gov/nlmcatalog/101605730,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101605730,TRUE,,ENDOCRINOLOGY & METABOLISM
51,FREE RADICAL BIOLOGY AND MEDICINE,FREE RADICAL BIO MED,ENDOCRINOLOGY & METABOLISM,0891-5849,1873-4596,0891-5849,17,7.4,ELSEVIER SCIENCE INC,ELSEVIER SCIENCE INC,0,,,17,http://www.journals.elsevier.com/free-radical-biology-and-medicine/#description,https://openalex.org/S128018148,https://www.ncbi.nlm.nih.gov/nlmcatalog/8709159,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/264448,FALSE,,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
52,JOURNAL OF BONE AND MINERAL RESEARCH,J BONE MINER RES,ENDOCRINOLOGY & METABOLISM,0884-0431,1523-4681,0884-0431,19,6.7,WILEY,OXFORD UNIV PRESS,1,2019,4/2/2025,18,https://academic.oup.com/jbmr,https://openalex.org/S128199769,https://www.ncbi.nlm.nih.gov/nlmcatalog/8610640,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101707013,FALSE,https://academic.oup.com/jbmr/pages/general-instructions,ENDOCRINOLOGY & METABOLISM
53,EUROPEAN JOURNAL OF ENDOCRINOLOGY,EUR J ENDOCRINOL,ENDOCRINOLOGY & METABOLISM,0804-4643,1479-683X,0804-4643,20,6.7,BIOSCIENTIFICA LTD,OXFORD UNIV PRESS,0,,,18,https://academic.oup.com/ejendo,https://openalex.org/S4210218062,https://www.ncbi.nlm.nih.gov/nlmcatalog/9423848,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/9423848,TRUE,,ENDOCRINOLOGY & METABOLISM
54,THYROID,THYROID,ENDOCRINOLOGY & METABOLISM,1050-7256,1557-9077,1050-7256,22,6.6,"MARY ANN LIEBERT, INC","MARY ANN LIEBERT, INC",0,,,18,http://www.liebertpub.com/products/product.aspx?pid=55,https://openalex.org/S27569427,https://www.ncbi.nlm.nih.gov/nlmcatalog/9104317,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/390361,FALSE,,ENDOCRINOLOGY & METABOLISM
55,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,J CEREBR BLOOD F MET,ENDOCRINOLOGY & METABOLISM,0271-678X,1559-7016,0271-678X,24,6.2,SAGE PUBLICATIONS INC,SAGE PUBLICATIONS INC,1,2018,4/2/2025,19,https://journals.sagepub.com/home/jcb,https://openalex.org/S89339265,https://www.ncbi.nlm.nih.gov/nlmcatalog/8112566,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101475385,FALSE,https://www.sagepub.com/journals/information-for-authors/overview,ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
56,Diabetes Technology & Therapeutics,DIABETES TECHNOL THE,ENDOCRINOLOGY & METABOLISM,1520-9156,1557-8593,1520-9156,25,6.1,"MARY ANN LIEBERT, INC","MARY ANN LIEBERT, INC",0,,,19,https://www.liebertpub.com/loi/dia,https://openalex.org/S67495602,https://www.ncbi.nlm.nih.gov/nlmcatalog/100889084,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101282920,FALSE,,ENDOCRINOLOGY & METABOLISM
57,BIOFACTORS,BIOFACTORS,ENDOCRINOLOGY & METABOLISM,0951-6433,1872-8081,0951-6433,26,6.1,WILEY,WILEY,0,,,19,https://iubmb.onlinelibrary.wiley.com/journal/18728081,https://openalex.org/S75531928,https://www.ncbi.nlm.nih.gov/nlmcatalog/8807441,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/9210664,FALSE,,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
58,JOURNAL OF MOLECULAR ENDOCRINOLOGY,J MOL ENDOCRINOL,ENDOCRINOLOGY & METABOLISM,0952-5041,1479-6813,0952-5041,35,5.1,BIOSCIENTIFICA LTD,BIOSCIENTIFICA LTD,1,2020,4/2/2025,20,https://jme.bioscientifica.com/,https://openalex.org/S15622159,https://www.ncbi.nlm.nih.gov/nlmcatalog/8902617,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/8902617,TRUE,https://jme.bioscientifica.com/page/author,ENDOCRINOLOGY & METABOLISM
59,Frontiers in Endocrinology,FRONT ENDOCRINOL,ENDOCRINOLOGY & METABOLISM,1664-2392,1664-2392,1664-2392,32,5.6,FRONTIERS MEDIA SA,FRONTIERS MEDIA SA,0,,,20,http://www.frontiersin.org/endocrinology,https://openalex.org/S2597401208,https://www.ncbi.nlm.nih.gov/nlmcatalog/101555782,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101555782,TRUE,,ENDOCRINOLOGY & METABOLISM
60,ENDOCRINOLOGY,ENDOCRINOLOGY,ENDOCRINOLOGY & METABOLISM,0013-7227,1945-7170,0013-7227,50,4.7,ENDOCRINE SOC,ENDOCRINE SOC,0,,,20,https://academic.oup.com/endo/,https://openalex.org/S157527038,https://www.ncbi.nlm.nih.gov/nlmcatalog/375040,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/274202,FALSE,,ENDOCRINOLOGY & METABOLISM
61,Nutrition & Diabetes,NUTR DIABETES,ENDOCRINOLOGY & METABOLISM,2044-4052,2044-4052,2044-4052,36,5.1,SPRINGERNATURE,SPRINGERNATURE,1,2013,4/2/2025,21,https://www.nature.com/nutd/,https://openalex.org/S2478262152,https://www.ncbi.nlm.nih.gov/nlmcatalog/101566341,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/136631,FALSE,https://www.nature.com/nutd/authors-and-referees/gta,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
62,DIABETES-METABOLISM RESEARCH AND REVIEWS,DIABETES-METAB RES,ENDOCRINOLOGY & METABOLISM,1520-7552,1520-7560,1520-7552,44,4.9,WILEY,WILEY,0,,,21,https://onlinelibrary.wiley.com/journal/15207560,https://openalex.org/S83251063,https://www.ncbi.nlm.nih.gov/nlmcatalog/100883450,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/100883450,TRUE,,ENDOCRINOLOGY & METABOLISM
63,Diabetes & Metabolism Journal,DIABETES METAB J,ENDOCRINOLOGY & METABOLISM,2233-6079,2233-6087,2233-6079,33,5.4,KOREAN DIABETES ASSOC,KOREAN DIABETES ASSOC,0,,,21,http://e-dmj.org/,https://openalex.org/S2737757294,https://www.ncbi.nlm.nih.gov/nlmcatalog/101556588,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101556588,TRUE,,ENDOCRINOLOGY & METABOLISM
64,INTERNATIONAL JOURNAL OF OBESITY,INT J OBESITY,ENDOCRINOLOGY & METABOLISM,0307-0565,1476-5497,0307-0565,38,5.1,SPRINGERNATURE,SPRINGERNATURE,1,2013,4/2/2025,22,https://www.nature.com/ijo/,https://openalex.org/S103428141,https://www.ncbi.nlm.nih.gov/nlmcatalog/101256108,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101753385,FALSE,https://www.nature.com/ijo/authors-and-referees/gta,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
65,DIABETES RESEARCH AND CLINICAL PRACTICE,DIABETES RES CLIN PR,ENDOCRINOLOGY & METABOLISM,0168-8227,1872-8227,0168-8227,31,5.6,ELSEVIER IRELAND LTD,ELSEVIER IRELAND LTD,0,,,22,https://www.journals.elsevier.com/diabetes-research-and-clinical-practice,https://openalex.org/S171311646,https://www.ncbi.nlm.nih.gov/nlmcatalog/8508335,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101761635,FALSE,https://www.sciencedirect.com/journal/diabetes-research-and-clinical-practice/publish/guide-for-authors,ENDOCRINOLOGY & METABOLISM
66,Obesity,OBESITY,ENDOCRINOLOGY & METABOLISM,1930-7381,1930-739X,1930-7381,40,5,WILEY,WILEY,0,,,22,https://onlinelibrary.wiley.com/journal/1930739X,https://openalex.org/S29918858,https://www.ncbi.nlm.nih.gov/nlmcatalog/101264860,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/499981,FALSE,,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS
67,NATURE GENETICS,NAT GENET,GENETICS & HEREDITY,1061-4036,1546-1718,1061-4036,2,38.3,NATURE RESEARCH,NATURE PORTFOLIO,1,2013,4/8/2025,23,https://www.nature.com/ng/,https://openalex.org/S137905309,https://www.ncbi.nlm.nih.gov/nlmcatalog/9216904,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/9216904,TRUE,https://www.nature.com/ng/submission-guidelines,GENETICS & HEREDITY
68,MOLECULAR BIOLOGY AND EVOLUTION,MOL BIOL EVOL,GENETICS & HEREDITY,0737-4038,1537-1719,0737-4038,5,16.2,OXFORD UNIV PRESS INC,OXFORD UNIV PRESS,0,,,23,http://mbe.oxfordjournals.org/,https://openalex.org/S57552105,https://www.ncbi.nlm.nih.gov/nlmcatalog/8501455,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/387261,FALSE,,BIOCHEMISTRY & MOLECULAR BIOLOGY; EVOLUTIONARY BIOLOGY; GENETICS & HEREDITY
69,GENOME BIOLOGY,GENOME BIOL,GENETICS & HEREDITY,1474-760X,1474-760X,1474-760X,6,13.6,BMC,BMC,0,,,23,https://genomebiology.biomedcentral.com/,https://openalex.org/S81160022,https://www.ncbi.nlm.nih.gov/nlmcatalog/100960660,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/390314,FALSE,,BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY
70,ONCOGENE,ONCOGENE,GENETICS & HEREDITY,0950-9232,1476-5594,0950-9232,12,9.9,SPRINGERNATURE,SPRINGERNATURE,1,2013,4/8/2025,24,http://www.nature.com/onc,https://openalex.org/S128439998,https://www.ncbi.nlm.nih.gov/nlmcatalog/8711562,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/129530,FALSE,https://www.nature.com/onc/authors-and-referees/gta,BIOCHEMISTRY & MOLECULAR BIOLOGY; CELL BIOLOGY; GENETICS & HEREDITY; ONCOLOGY
71,MOLECULAR THERAPY,MOL THER,GENETICS & HEREDITY,1525-0016,1525-0024,1525-0016,8,11.5,CELL PRESS,CELL PRESS,0,,,24,https://www.journals.elsevier.com/molecular-therapy,https://openalex.org/S51596929,https://www.ncbi.nlm.nih.gov/nlmcatalog/100890581,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/133087,FALSE,,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
72,GENES & DEVELOPMENT,GENE DEV,GENETICS & HEREDITY,0890-9369,1549-5477,0890-9369,9,11.4,"COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT",0,,,24,http://genesdev.cshlp.org/,https://openalex.org/S168778273,https://www.ncbi.nlm.nih.gov/nlmcatalog/8711660,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/273638,FALSE,,CELL BIOLOGY; DEVELOPMENTAL BIOLOGY; GENETICS & HEREDITY
73,GENETICS IN MEDICINE,GENET MED,GENETICS & HEREDITY,1098-3600,1530-0366,1098-3600,15,8.8,SPRINGERNATURE,ELSEVIER SCIENCE INC,1,2013,4/8/2025,25,https://www.sciencedirect.com/journal/genetics-in-medicine,https://openalex.org/S187186932,https://www.ncbi.nlm.nih.gov/nlmcatalog/9815831,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/496270,FALSE,https://www.sciencedirect.com/journal/genetics-in-medicine/publish/guide-for-authors,GENETICS & HEREDITY
74,Genome Medicine,GENOME MED,GENETICS & HEREDITY,1756-994X,1756-994X,1756-994X,10,11.1,BMC,BMC,0,,,25,https://genomemedicine.biomedcentral.com/,https://openalex.org/S149201819,https://www.ncbi.nlm.nih.gov/nlmcatalog/101475844,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/494942,FALSE,,GENETICS & HEREDITY
75,AMERICAN JOURNAL OF HUMAN GENETICS,AM J HUM GENET,GENETICS & HEREDITY,0002-9297,1537-6605,0002-9297,11,11,CELL PRESS,CELL PRESS,0,,,25,https://www.sciencedirect.com/journal/the-american-journal-of-human-genetics,https://openalex.org/S134425043,https://www.ncbi.nlm.nih.gov/nlmcatalog/370475,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/370475,TRUE,,GENETICS & HEREDITY
76,npj Genomic Medicine,NPJ GENOM MED,GENETICS & HEREDITY,N/A,2056-7944,2056-7944,16,8.6,NATURE RESEARCH,NATURE PORTFOLIO,1,2013,4/8/2025,26,https://www.nature.com/npjgenmed/,https://openalex.org/S2737523697,https://www.ncbi.nlm.nih.gov/nlmcatalog/101685193,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101685193,TRUE,https://www.nature.com/npjgenmed/for-authors-and-referees/guide-to-authors,GENETICS & HEREDITY
77,GENOME RESEARCH,GENOME RES,GENETICS & HEREDITY,1088-9051,1549-5469,1088-9051,13,9,"COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT",0,,,26,http://genome.cshlp.org/,https://openalex.org/S43092948,https://www.ncbi.nlm.nih.gov/nlmcatalog/9518021,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/134684,FALSE,,BIOCHEMISTRY & MOLECULAR BIOLOGY; BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY
78,Molecular Autism,MOL AUTISM,GENETICS & HEREDITY,2040-2392,2040-2392,2040-2392,18,7.5,BMC,BMC,0,,,26,https://link.springer.com/journal/13229,https://openalex.org/S1216394,https://www.ncbi.nlm.nih.gov/nlmcatalog/101534222,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101534222,TRUE,,GENETICS & HEREDITY; NEUROSCIENCES
79,Horticulture Research,HORTIC RES-ENGLAND,GENETICS & HEREDITY,2662-6810,2052-7276,2662-6810,20,6.8,NANJING AGRICULTURAL UNIV,OXFORD UNIV PRESS INC,1,2013,4/8/2025,27,https://www.nature.com/hortres/,https://openalex.org/S2764753230,https://www.ncbi.nlm.nih.gov/nlmcatalog/101655540,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101655540,TRUE,https://academic.oup.com/hr/pages/general-instructions,GENETICS & HEREDITY; HORTICULTURE; PLANT SCIENCES
80,Genes & Diseases,GENES DIS,GENETICS & HEREDITY,2352-4820,2352-3042,2352-4820,19,7.1,ELSEVIER,KEAI PUBLISHING LTD,0,,,27,https://www.journals.elsevier.com/genes-and-diseases,https://openalex.org/S2764642421,https://www.ncbi.nlm.nih.gov/nlmcatalog/101635967,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/503159,FALSE,,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY
81,Clinical Epigenetics,CLIN EPIGENETICS,GENETICS & HEREDITY,1868-7075,1868-7083,1868-7075,21,6.6,BMC,BMC,0,,,27,https://link.springer.com/journal/13148,https://openalex.org/S200416800,https://www.ncbi.nlm.nih.gov/nlmcatalog/101516977,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/125809,FALSE,,GENETICS & HEREDITY; ONCOLOGY
82,Circulation-Genomic and Precision Medicine,CIRC-GENOM PRECIS ME,GENETICS & HEREDITY,2574-8300,2574-8300,2574-8300,25,6.1,LIPPINCOTT WILLIAMS & WILKINS,LIPPINCOTT WILLIAMS & WILKINS,1,2019,4/8/2025,28,https://www.wolterskluwer.com/en/solutions/ovid/circulation-genomic-and-precision-medicine-5359,https://openalex.org/S4210202128,https://www.ncbi.nlm.nih.gov/nlmcatalog/101714113,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101714113,TRUE,https://www.ahajournals.org/circgen/manuscript-preparation,CARDIAC & CARDIOVASCULAR SYSTEMS; GENETICS & HEREDITY
83,JOURNAL OF MEDICAL GENETICS,J MED GENET,GENETICS & HEREDITY,0022-2593,1468-6244,0022-2593,22,6.3,BMJ PUBLISHING GROUP,BMJ PUBLISHING GROUP,0,,,28,http://jmg.bmj.com/,https://openalex.org/S112540174,https://www.ncbi.nlm.nih.gov/nlmcatalog/445957,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/498580,FALSE,,GENETICS & HEREDITY
84,HUMAN MOLECULAR GENETICS,HUM MOL GENET,GENETICS & HEREDITY,0964-6906,1460-2083,0964-6906,23,6.2,OXFORD UNIV PRESS,OXFORD UNIV PRESS,0,,,28,http://hmg.oxfordjournals.org/,https://openalex.org/S166515463,https://www.ncbi.nlm.nih.gov/nlmcatalog/9208958,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101758887,FALSE,,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY
85,CANCER GENE THERAPY,CANCER GENE THER,GENETICS & HEREDITY,0929-1903,1476-5500,0929-1903,26,6,SPRINGERNATURE,SPRINGERNATURE,1,2013,4/8/2025,29,https://www.nature.com/cgt/,https://openalex.org/S157451995,https://www.ncbi.nlm.nih.gov/nlmcatalog/9432230,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101702629,FALSE,https://www.nature.com/cgt/authors-and-referees/gta,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
86,Genes and Nutrition,GENES NUTR,GENETICS & HEREDITY,1555-8932,1865-3499,1555-8932,33,4.9,BMC,BMC,0,2025/12,,29,https://link.springer.com/journal/12263,https://openalex.org/S159227150,https://www.ncbi.nlm.nih.gov/nlmcatalog/101280108,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101280108,TRUE,,GENETICS & HEREDITY; NUTRITION & DIETETICS
87,GENOMICS,GENOMICS,GENETICS & HEREDITY,0888-7543,1089-8646,0888-7543,28,5.7,ACADEMIC PRESS INC ELSEVIER SCIENCE,ACADEMIC PRESS INC ELSEVIER SCIENCE,0,,,29,http://www.journals.elsevier.com/genomics,https://openalex.org/S146035217,https://www.ncbi.nlm.nih.gov/nlmcatalog/8800135,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/499078,FALSE,,BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY
88,PLoS Genetics,PLOS GENET,GENETICS & HEREDITY,1553-7404,1553-7404,1553-7404,27,5.9,PUBLIC LIBRARY SCIENCE,PUBLIC LIBRARY SCIENCE,1,2017,4/8/2025,30,http://www.plosgenetics.org/,https://openalex.org/S103870658,https://www.ncbi.nlm.nih.gov/nlmcatalog/101239074,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101534081,FALSE,https://journals.plos.org/plosgenetics/s/submission-guidelines,GENETICS & HEREDITY
89,THEORETICAL AND APPLIED GENETICS,THEOR APPL GENET,GENETICS & HEREDITY,0040-5752,1432-2242,0040-5752,29,5.7,SPRINGER,SPRINGER,0,,,30,http://www.springer.com/new+%26+forthcoming+titles+%28default%29/journal/122,https://openalex.org/S96685181,https://www.ncbi.nlm.nih.gov/nlmcatalog/145600,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/8009070,FALSE,,AGRONOMY; GENETICS & HEREDITY; HORTICULTURE; PLANT SCIENCES
90,HUMAN GENE THERAPY,HUM GENE THER,GENETICS & HEREDITY,1043-0342,1557-7422,1043-0342,30,5.7,"MARY ANN LIEBERT, INC","MARY ANN LIEBERT, INC",0,,,30,http://www.catchword.com/titles/10430342.htm,https://openalex.org/S39730559,https://www.ncbi.nlm.nih.gov/nlmcatalog/9008950,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/384427,FALSE,,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
91,GENE THERAPY,GENE THER,GENETICS & HEREDITY,0969-7128,1476-5462,0969-7128,35,5.3,SPRINGERNATURE,SPRINGERNATURE,1,2013,4/8/2025,31,https://www.nature.com/gt/,https://openalex.org/S65405509,https://www.ncbi.nlm.nih.gov/nlmcatalog/9421525,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/274206,FALSE,https://www.nature.com/gt/authors-and-referees/gta,"BIOCHEMISTRY & MOLECULAR BIOLOGY; BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
92,CHROMOSOME RESEARCH,CHROMOSOME RES,GENETICS & HEREDITY,0967-3849,1573-6849,0967-3849,36,5.2,SPRINGER,SPRINGER,0,,,31,https://www.springer.com/journal/10577,https://openalex.org/S141144868,https://www.ncbi.nlm.nih.gov/nlmcatalog/9313452,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101218176,FALSE,,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY
93,Microbial Genomics,MICROB GENOMICS,GENETICS & HEREDITY,2057-5858,N/A,2057-5858,37,5.2,MICROBIOLOGY SOC,MICROBIOLOGY SOC,0,,,31,https://www.microbiologyresearch.org/content/journal/mgen,https://openalex.org/S4210186362,https://www.ncbi.nlm.nih.gov/nlmcatalog/101671820,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101767071,FALSE,,GENETICS & HEREDITY; MICROBIOLOGY
94,NATURE IMMUNOLOGY,NAT IMMUNOL,IMMUNOLOGY,1529-2908,1529-2916,1529-2908,4,25.6,NATURE RESEARCH,NATURE PORTFOLIO,1,2013,4/8/2025,32,https://www.nature.com/ni/,https://openalex.org/S41063453,https://www.ncbi.nlm.nih.gov/nlmcatalog/100941354,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/100941354,TRUE,https://www.nature.com/nathumbehav/editorial-policies,IMMUNOLOGY
95,IMMUNITY,IMMUNITY,IMMUNOLOGY,1074-7613,1097-4180,1074-7613,2,31.7,CELL PRESS,CELL PRESS,0,,,32,https://www.sciencedirect.com/topics/immunology-and-microbiology/immunity,https://openalex.org/S199671312,https://www.ncbi.nlm.nih.gov/nlmcatalog/9432918,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/503124,FALSE,,IMMUNOLOGY
96,JOURNAL OF EXPERIMENTAL MEDICINE,J EXP MED,IMMUNOLOGY,0022-1007,1540-9538,0022-1007,7,14.3,ROCKEFELLER UNIV PRESS,ROCKEFELLER UNIV PRESS,0,,,32,http://www.jem.org/,https://openalex.org/S22947807,https://www.ncbi.nlm.nih.gov/nlmcatalog/445979,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101618808,FALSE,,"IMMUNOLOGY; MEDICINE, RESEARCH & EXPERIMENTAL"
97,Cellular & Molecular Immunology,CELL MOL IMMUNOL,IMMUNOLOGY,1672-7681,2042-0226,1672-7681,12,11.5,CHIN SOCIETY IMMUNOLOGY,CHIN SOCIETY IMMUNOLOGY,1,2013,4/8/2025,33,https://www.nature.com/cmi/,https://openalex.org/S19143454,https://www.ncbi.nlm.nih.gov/nlmcatalog/101242872,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/494286,FALSE,https://www.nature.com/cmi/authors-and-referees/authors,IMMUNOLOGY
98,Lancet HIV,LANCET HIV,IMMUNOLOGY,2352-3018,2352-3018,2352-3018,11,12.8,ELSEVIER INC,ELSEVIER INC,0,,,33,https://www.journals.elsevier.com/the-lancet-hiv,https://openalex.org/S2531945440,https://www.ncbi.nlm.nih.gov/nlmcatalog/101645355,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101645355,TRUE,,IMMUNOLOGY; INFECTIOUS DISEASES
99,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,J ALLERGY CLIN IMMUN,IMMUNOLOGY,0091-6749,1097-6825,0091-6749,15,10.8,MOSBY-ELSEVIER,MOSBY-ELSEVIER,0,,,33,https://www.sciencedirect.com/journal/journal-of-allergy-and-clinical-immunology,https://openalex.org/S108525051,https://www.ncbi.nlm.nih.gov/nlmcatalog/1275002,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/124976,FALSE,,ALLERGY; IMMUNOLOGY
100,Cancer Immunology Research,CANCER IMMUNOL RES,IMMUNOLOGY,2326-6066,2326-6074,2326-6066,13,11.2,AMER ASSOC CANCER RESEARCH,AMER ASSOC CANCER RESEARCH,1,2016,4/8/2025,34,http://cancerimmunolres.aacrjournals.org,https://openalex.org/S2765010658,https://www.ncbi.nlm.nih.gov/nlmcatalog/101614637,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101614637,TRUE,https://aacrjournals.org/pages/article-style-and-format,IMMUNOLOGY; ONCOLOGY
101,CLINICAL INFECTIOUS DISEASES,CLIN INFECT DIS,IMMUNOLOGY,1058-4838,1537-6591,1058-4838,18,9.1,OXFORD UNIV PRESS INC,OXFORD UNIV PRESS INC,0,,,34,http://www.oxfordjournals.org/our_journals/cid/,https://openalex.org/S72350973,https://www.ncbi.nlm.nih.gov/nlmcatalog/9203213,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101756494,FALSE,,IMMUNOLOGY; INFECTIOUS DISEASES; MICROBIOLOGY
102,Journal of Allergy and Clinical Immunology-In Practice,J ALLER CL IMM-PRACT,IMMUNOLOGY,2213-2198,2213-2201,2213-2198,19,8.9,ELSEVIER,ELSEVIER,0,,,34,https://www.journals.elsevier.com/the-journal-of-allergy-and-clinical-immunology-in-practice,https://openalex.org/S2754868259,https://www.ncbi.nlm.nih.gov/nlmcatalog/101597220,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/1275002,FALSE,,ALLERGY; IMMUNOLOGY
103,npj Vaccines,NPJ VACCINES,IMMUNOLOGY,N/A,2059-0105,2059-0105,29,7.3,NATURE RESEARCH,NATURE PORTFOLIO,1,2013,4/8/2025,35,https://www.nature.com/npjvaccines/,https://openalex.org/S4210235625,https://www.ncbi.nlm.nih.gov/nlmcatalog/101699863,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101699863,TRUE,https://www.nature.com/npjvaccines/for-authors-and-referees/submission-guidelines#general-figure,"IMMUNOLOGY; MEDICINE, RESEARCH & EXPERIMENTAL"
104,IMMUNOLOGY,IMMUNOLOGY,IMMUNOLOGY,0019-2805,1365-2567,0019-2805,26,7.4,WILEY,WILEY,0,,,35,https://onlinelibrary.wiley.com/journal/13652567,https://openalex.org/S89865888,https://www.ncbi.nlm.nih.gov/nlmcatalog/374672,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/390564,FALSE,,IMMUNOLOGY
105,Journal of Innate Immunity,J INNATE IMMUN,IMMUNOLOGY,1662-811X,1662-8128,1662-811X,28,7.3,KARGER,KARGER,0,,,35,https://www.karger.com/Journal/Home/234234,https://openalex.org/S161267757,https://www.ncbi.nlm.nih.gov/nlmcatalog/101469471,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101469471,TRUE,,IMMUNOLOGY
106,Mucosal Immunology,MUCOSAL IMMUNOL,IMMUNOLOGY,1933-0219,1935-3456,1933-0219,30,7.313,SPRINGERNATURE,ELSEVIER SCIENCE INC,1,2013,4/8/2025,36,https://www.sciencedirect.com/journal/mucosal-immunology,https://openalex.org/S68384121,https://www.ncbi.nlm.nih.gov/nlmcatalog/101299742,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101772715,FALSE,https://www.sciencedirect.com/journal/mucosal-immunology/publish/guide-for-authors,IMMUNOLOGY
