field,journal,year,n_graphs,n_bar_cont,n_informative,n_bar_or_informative,policy,policy_year,log_offset,year_centered,JCR_Abbrev,JID,num_articles,p_bar,p_informative,p_total,All_Fields
clinical neurology,neuropathology & applied neurobiology,2022,63,30,33,45,0,0,-0.46203546,4.005064894,,,45,0.6666666666666666,0.7333333333333333,45,
clinical neurology,neuropathology & applied neurobiology,2023,58,27,34,47,0,0,-0.544727175,5.005064894,,,47,0.574468085,0.723404255,47,
clinical neurology,neuropathology & applied neurobiology,2024,30,7,22,23,0,0,-1.203972804,6.005064894,,,23,0.30434782608695654,0.9565217391304348,23,
clinical neurology,neuropathology & applied neurobiology,2025,32,5,21,23,0,0,-1.139434283,7.005064894,,,23,0.21739130434782608,0.9130434782608695,23,
clinical neurology,neurotherapeutics,2011,9,5,1,5,0,0,-2.407945609,-6.994935106,NEUROTHERAPEUTICS,39,5,1,0.2,5,CLINICAL NEUROLOGY; NEUROSCIENCES; PHARMACOLOGY & PHARMACY
clinical neurology,neurotherapeutics,2012,15,13,2,13,0,0,-1.897119985,-5.994935106,NEUROTHERAPEUTICS,39,13,1,0.15384615384615385,13,CLINICAL NEUROLOGY; NEUROSCIENCES; PHARMACOLOGY & PHARMACY
clinical neurology,neurotherapeutics,2013,11,8,2,8,0,0,-2.207274913,-4.994935106,NEUROTHERAPEUTICS,39,8,1,0.25,8,CLINICAL NEUROLOGY; NEUROSCIENCES; PHARMACOLOGY & PHARMACY
clinical neurology,neurotherapeutics,2014,16,11,1,11,0,0,-1.832581464,-3.994935106,NEUROTHERAPEUTICS,39,11,1,0.090909091,11,CLINICAL NEUROLOGY; NEUROSCIENCES; PHARMACOLOGY & PHARMACY
clinical neurology,neurotherapeutics,2015,17,14,1,14,0,0,-1.771956842,-2.994935106,NEUROTHERAPEUTICS,39,14,1,0.071428571,14,CLINICAL NEUROLOGY; NEUROSCIENCES; PHARMACOLOGY & PHARMACY
clinical neurology,neurotherapeutics,2016,21,15,6,17,0,0,-1.560647748,-1.994935106,NEUROTHERAPEUTICS,39,17,0.8823529411764706,0.35294117647058826,17,CLINICAL NEUROLOGY; NEUROSCIENCES; PHARMACOLOGY & PHARMACY
clinical neurology,neurotherapeutics,2017,23,17,7,18,0,0,-1.46967597,-0.994935106,NEUROTHERAPEUTICS,39,18,0.9444444444444444,0.3888888888888889,18,CLINICAL NEUROLOGY; NEUROSCIENCES; PHARMACOLOGY & PHARMACY
clinical neurology,neurotherapeutics,2018,29,19,8,22,0,0,-1.237874356,0.005064894,NEUROTHERAPEUTICS,39,22,0.8636363636363636,0.36363636363636365,22,CLINICAL NEUROLOGY; NEUROSCIENCES; PHARMACOLOGY & PHARMACY
clinical neurology,neurotherapeutics,2019,47,27,20,39,0,0,-0.755022584,1.005064894,NEUROTHERAPEUTICS,39,39,0.6923076923076923,0.5128205128205128,39,CLINICAL NEUROLOGY; NEUROSCIENCES; PHARMACOLOGY & PHARMACY
clinical neurology,neurotherapeutics,2020,75,55,31,67,0,0,-0.287682072,2.005064894,NEUROTHERAPEUTICS,39,67,0.8208955223880597,0.4626865671641791,67,CLINICAL NEUROLOGY; NEUROSCIENCES; PHARMACOLOGY & PHARMACY
clinical neurology,neurotherapeutics,2021,115,68,63,100,0,0,0.139761942,3.005064894,NEUROTHERAPEUTICS,39,100,0.68,0.63,100,CLINICAL NEUROLOGY; NEUROSCIENCES; PHARMACOLOGY & PHARMACY
clinical neurology,neurotherapeutics,2022,65,38,36,52,0,0,-0.430782916,4.005064894,NEUROTHERAPEUTICS,39,52,0.7307692307692307,0.6923076923076923,52,CLINICAL NEUROLOGY; NEUROSCIENCES; PHARMACOLOGY & PHARMACY
clinical neurology,neurotherapeutics,2023,71,30,45,55,0,0,-0.342490309,5.005064894,NEUROTHERAPEUTICS,39,55,0.5454545454545454,0.8181818181818182,55,CLINICAL NEUROLOGY; NEUROSCIENCES; PHARMACOLOGY & PHARMACY
clinical neurology,neurotherapeutics,2024,82,31,50,63,0,0,-0.198450939,6.005064894,NEUROTHERAPEUTICS,39,63,0.49206349206349204,0.7936507936507936,63,CLINICAL NEUROLOGY; NEUROSCIENCES; PHARMACOLOGY & PHARMACY
clinical neurology,neurotherapeutics,2025,162,62,106,130,0,0,0.482426149,7.005064894,NEUROTHERAPEUTICS,39,130,0.47692307692307695,0.8153846153846154,130,CLINICAL NEUROLOGY; NEUROSCIENCES; PHARMACOLOGY & PHARMACY
clinical neurology,stroke,2010,320,78,37,103,1,1,1.16315081,-7.994935106,STROKE,37,103,0.7572815533980582,0.3592233009708738,103,CLINICAL NEUROLOGY; PERIPHERAL VASCULAR DISEASE
clinical neurology,stroke,2011,244,53,44,86,1,2,0.891998039,-6.994935106,STROKE,37,86,0.6162790697674418,0.5116279069767442,86,CLINICAL NEUROLOGY; PERIPHERAL VASCULAR DISEASE
clinical neurology,stroke,2012,66,17,9,23,1,3,-0.415515444,-5.994935106,STROKE,37,23,0.7391304347826086,0.391304348,23,CLINICAL NEUROLOGY; PERIPHERAL VASCULAR DISEASE
clinical neurology,stroke,2013,249,71,32,93,1,4,0.91228271,-4.994935106,STROKE,37,93,0.7634408602150538,0.34408602150537637,93,CLINICAL NEUROLOGY; PERIPHERAL VASCULAR DISEASE
clinical neurology,stroke,2014,185,46,29,68,1,5,0.615185639,-3.994935106,STROKE,37,68,0.6764705882352942,0.4264705882352941,68,CLINICAL NEUROLOGY; PERIPHERAL VASCULAR DISEASE
clinical neurology,stroke,2021,169,18,39,48,1,6,0.524728529,3.005064894,STROKE,37,48,0.375,0.8125,48,CLINICAL NEUROLOGY; PERIPHERAL VASCULAR DISEASE
clinical neurology,stroke,2022,244,25,60,77,1,7,0.891998039,4.005064894,STROKE,37,77,0.3246753246753247,0.7792207792207793,77,CLINICAL NEUROLOGY; PERIPHERAL VASCULAR DISEASE
clinical neurology,stroke,2023,240,24,77,91,1,8,0.875468737,5.005064894,STROKE,37,91,0.26373626373626374,0.8461538461538461,91,CLINICAL NEUROLOGY; PERIPHERAL VASCULAR DISEASE
clinical neurology,stroke,2024,215,21,53,67,1,9,0.765467842,6.005064894,STROKE,37,67,0.31343283582089554,0.7910447761194029,67,CLINICAL NEUROLOGY; PERIPHERAL VASCULAR DISEASE
clinical neurology,stroke,2025,287,18,81,91,1,10,1.05431203,7.005064894,STROKE,37,91,0.1978021978021978,0.8901098901098901,91,CLINICAL NEUROLOGY; PERIPHERAL VASCULAR DISEASE
clinical neurology,stroke,2026,30,2,9,10,1,11,-1.203972804,8.005064894,STROKE,37,10,0.2,0.9,10,CLINICAL NEUROLOGY; PERIPHERAL VASCULAR DISEASE
endocrinology & metabolism,antioxidants & redox signaling,2010,88,78,12,82,1,1,-0.127833372,-7.994935106,ANTIOXID REDOX SIGN,49,82,0.9512195121951219,0.14634146341463414,82,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,antioxidants & redox signaling,2011,141,126,23,128,1,2,0.343589704,-6.994935106,ANTIOXID REDOX SIGN,49,128,0.984375,0.1796875,128,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,antioxidants & redox signaling,2012,103,91,21,95,1,3,0.029558802,-5.994935106,ANTIOXID REDOX SIGN,49,95,0.9578947368421052,0.22105263157894736,95,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,antioxidants & redox signaling,2013,138,120,25,124,1,4,0.322083499,-4.994935106,ANTIOXID REDOX SIGN,49,124,0.967741935,0.20161290322580644,124,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,antioxidants & redox signaling,2014,158,142,27,145,1,5,0.457424847,-3.994935106,ANTIOXID REDOX SIGN,49,145,0.9793103448275862,0.18620689655172415,145,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,antioxidants & redox signaling,2015,106,92,22,95,1,6,0.058268908,-2.994935106,ANTIOXID REDOX SIGN,49,95,0.968421053,0.23157894736842105,95,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,antioxidants & redox signaling,2016,88,81,28,84,1,7,-0.127833372,-1.994935106,ANTIOXID REDOX SIGN,49,84,0.9642857142857143,0.3333333333333333,84,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,antioxidants & redox signaling,2017,90,84,27,84,1,8,-0.105360516,-0.994935106,ANTIOXID REDOX SIGN,49,84,1,0.32142857142857145,84,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,antioxidants & redox signaling,2018,74,56,25,62,1,9,-0.301105093,0.005064894,ANTIOXID REDOX SIGN,49,62,0.9032258064516129,0.4032258064516129,62,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,antioxidants & redox signaling,2019,105,77,40,90,1,10,0.048790164,1.005064894,ANTIOXID REDOX SIGN,49,90,0.8555555555555555,0.4444444444444444,90,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,antioxidants & redox signaling,2020,72,42,26,45,1,11,-0.328504067,2.005064894,ANTIOXID REDOX SIGN,49,45,0.9333333333333333,0.5777777777777777,45,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,antioxidants & redox signaling,2021,51,24,32,42,1,12,-0.673344553,3.005064894,ANTIOXID REDOX SIGN,49,42,0.5714285714285714,0.7619047619047619,42,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,antioxidants & redox signaling,2022,37,7,31,33,1,13,-0.994252273,4.005064894,ANTIOXID REDOX SIGN,49,33,0.21212121212121213,0.9393939393939394,33,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,antioxidants & redox signaling,2023,36,15,34,35,1,14,-1.021651248,5.005064894,ANTIOXID REDOX SIGN,49,35,0.42857142857142855,0.9714285714285714,35,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,antioxidants & redox signaling,2024,41,12,37,37,1,15,-0.891598119,6.005064894,ANTIOXID REDOX SIGN,49,37,0.32432432432432434,1,37,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,antioxidants & redox signaling,2025,91,34,90,90,1,16,-0.094310679,7.005064894,ANTIOXID REDOX SIGN,49,90,0.37777777777777777,1,90,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,biofactors,2010,19,15,1,15,0,0,-1.660731207,-7.994935106,BIOFACTORS,57,15,1,0.066666667,15,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,biofactors,2011,23,19,2,21,0,0,-1.46967597,-6.994935106,BIOFACTORS,57,21,0.9047619047619048,0.095238095,21,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,biofactors,2012,28,18,2,20,0,0,-1.272965676,-5.994935106,BIOFACTORS,57,20,0.9,0.1,20,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,biofactors,2013,34,25,1,25,0,0,-1.078809661,-4.994935106,BIOFACTORS,57,25,1,0.04,25,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,biofactors,2014,31,25,5,26,0,0,-1.171182982,-3.994935106,BIOFACTORS,57,26,0.9615384615384616,0.19230769230769232,26,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,biofactors,2015,40,35,4,36,0,0,-0.916290732,-2.994935106,BIOFACTORS,57,36,0.9722222222222222,0.1111111111111111,36,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,biofactors,2016,45,38,7,40,0,0,-0.798507696,-1.994935106,BIOFACTORS,57,40,0.95,0.175,40,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,biofactors,2017,48,46,6,46,0,0,-0.733969175,-0.994935106,BIOFACTORS,57,46,1,0.13043478260869565,46,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,biofactors,2018,40,36,6,38,0,0,-0.916290732,0.005064894,BIOFACTORS,57,38,0.9473684210526315,0.15789473684210525,38,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,biofactors,2019,62,49,15,54,0,0,-0.478035801,1.005064894,BIOFACTORS,57,54,0.9074074074074074,0.2777777777777778,54,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,biofactors,2020,53,46,11,48,0,0,-0.634878272,2.005064894,BIOFACTORS,57,48,0.9583333333333334,0.22916666666666666,48,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,biofactors,2021,40,34,17,38,0,0,-0.916290732,3.005064894,BIOFACTORS,57,38,0.8947368421052632,0.4473684210526316,38,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,biofactors,2022,50,37,17,43,0,0,-0.693147181,4.005064894,BIOFACTORS,57,43,0.8604651162790697,0.3953488372093023,43,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,biofactors,2023,47,35,18,43,0,0,-0.755022584,5.005064894,BIOFACTORS,57,43,0.813953488,0.4186046511627907,43,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,biofactors,2024,58,46,32,56,0,0,-0.544727175,6.005064894,BIOFACTORS,57,56,0.8214285714285714,0.5714285714285714,56,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,biofactors,2025,94,72,54,90,0,0,-0.061875404,7.005064894,BIOFACTORS,57,90,0.8,0.6,90,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cardiovascular diabetology,2010,87,38,12,48,0,0,-0.139262067,-7.994935106,CARDIOVASC DIABETOL,45,48,0.7916666666666666,0.25,48,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cardiovascular diabetology,2011,104,51,14,61,0,0,0.039220713,-6.994935106,CARDIOVASC DIABETOL,45,61,0.8360655737704918,0.22950819672131148,61,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cardiovascular diabetology,2012,141,62,14,71,0,0,0.343589704,-5.994935106,CARDIOVASC DIABETOL,45,71,0.8732394366197183,0.19718309859154928,71,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cardiovascular diabetology,2013,163,80,19,92,0,0,0.488580015,-4.994935106,CARDIOVASC DIABETOL,45,92,0.8695652173913043,0.20652173913043478,92,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cardiovascular diabetology,2014,148,83,26,98,0,0,0.392042088,-3.994935106,CARDIOVASC DIABETOL,45,98,0.8469387755102041,0.2653061224489796,98,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cardiovascular diabetology,2015,141,56,25,74,0,0,0.343589704,-2.994935106,CARDIOVASC DIABETOL,45,74,0.7567567567567568,0.33783783783783783,74,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cardiovascular diabetology,2016,144,62,27,80,0,0,0.364643114,-1.994935106,CARDIOVASC DIABETOL,45,80,0.775,0.3375,80,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cardiovascular diabetology,2017,120,46,24,64,0,0,0.182321557,-0.994935106,CARDIOVASC DIABETOL,45,64,0.71875,0.375,64,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cardiovascular diabetology,2018,128,40,29,59,0,0,0.246860078,0.005064894,CARDIOVASC DIABETOL,45,59,0.6779661016949152,0.4915254237288136,59,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cardiovascular diabetology,2019,140,34,30,61,0,0,0.336472237,1.005064894,CARDIOVASC DIABETOL,45,61,0.5573770491803278,0.4918032786885246,61,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cardiovascular diabetology,2020,180,38,39,70,0,0,0.587786665,2.005064894,CARDIOVASC DIABETOL,45,70,0.5428571428571428,0.5571428571428572,70,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cardiovascular diabetology,2021,194,32,35,61,0,0,0.662687973,3.005064894,CARDIOVASC DIABETOL,45,61,0.5245901639344263,0.5737704918032787,61,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cardiovascular diabetology,2022,251,25,64,82,0,0,0.920282753,4.005064894,CARDIOVASC DIABETOL,45,82,0.3048780487804878,0.7804878048780488,82,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cardiovascular diabetology,2023,299,53,87,121,0,0,1.095273387,5.005064894,CARDIOVASC DIABETOL,45,121,0.4380165289256198,0.719008264,121,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cardiovascular diabetology,2024,397,66,154,192,0,0,1.378766095,6.005064894,CARDIOVASC DIABETOL,45,192,0.34375,0.8020833333333334,192,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cardiovascular diabetology,2025,417,58,169,205,0,0,1.427916036,7.005064894,CARDIOVASC DIABETOL,45,205,0.28292682926829266,0.824390244,205,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cell metabolism,2010,97,94,19,94,0,0,-0.030459207,-7.994935106,CELL METAB,41,94,1,0.20212765957446807,94,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cell metabolism,2011,118,114,36,114,0,0,0.165514438,-6.994935106,CELL METAB,41,114,1,0.3157894736842105,114,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cell metabolism,2012,123,110,22,112,0,0,0.207014169,-5.994935106,CELL METAB,41,112,0.9821428571428571,0.19642857142857142,112,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cell metabolism,2013,120,117,27,118,0,0,0.182321557,-4.994935106,CELL METAB,41,118,0.9915254237288136,0.2288135593220339,118,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cell metabolism,2014,136,126,46,128,0,0,0.3074847,-3.994935106,CELL METAB,41,128,0.984375,0.359375,128,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cell metabolism,2015,129,116,52,125,0,0,0.254642218,-2.994935106,CELL METAB,41,125,0.928,0.416,125,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cell metabolism,2016,134,116,78,123,0,0,0.292669614,-1.994935106,CELL METAB,41,123,0.943089431,0.6341463414634146,123,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cell metabolism,2017,129,112,75,121,0,0,0.254642218,-0.994935106,CELL METAB,41,121,0.9256198347107438,0.6198347107438017,121,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cell metabolism,2018,135,119,84,135,0,0,0.300104592,0.005064894,CELL METAB,41,135,0.8814814814814815,0.6222222222222222,135,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cell metabolism,2019,148,122,114,145,0,0,0.392042088,1.005064894,CELL METAB,41,145,0.8413793103448276,0.7862068965517242,145,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cell metabolism,2020,129,75,107,123,0,0,0.254642218,2.005064894,CELL METAB,41,123,0.6097560975609756,0.8699186991869918,123,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cell metabolism,2021,119,69,104,115,0,0,0.173953307,3.005064894,CELL METAB,41,115,0.6,0.9043478260869565,115,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cell metabolism,2022,107,47,97,105,0,0,0.067658648,4.005064894,CELL METAB,41,105,0.44761904761904764,0.9238095238095239,105,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cell metabolism,2023,118,52,110,115,0,0,0.165514438,5.005064894,CELL METAB,41,115,0.45217391304347826,0.9565217391304348,115,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cell metabolism,2024,118,41,116,116,0,0,0.165514438,6.005064894,CELL METAB,41,116,0.35344827586206895,1,116,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,cell metabolism,2025,135,57,129,134,0,0,0.300104592,7.005064894,CELL METAB,41,134,0.4253731343283582,0.9626865671641791,134,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes,2010,341,260,62,273,1,1,1.226712291,-7.994935106,DIABETES,46,273,0.9523809523809523,0.2271062271062271,273,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes,2011,331,270,60,283,1,2,1.196948189,-6.994935106,DIABETES,46,283,0.9540636042402827,0.21201413427561838,283,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes,2012,318,260,71,280,1,3,1.156881197,-5.994935106,DIABETES,46,280,0.9285714285714286,0.25357142857142856,280,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes,2013,383,314,84,337,1,4,1.342864803,-4.994935106,DIABETES,46,337,0.9317507418397626,0.24925816023738873,337,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes,2014,334,269,103,297,1,5,1.205970807,-3.994935106,DIABETES,46,297,0.9057239057239057,0.3468013468013468,297,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes,2015,336,286,100,305,1,6,1.211940974,-2.994935106,DIABETES,46,305,0.9377049180327869,0.32786885245901637,305,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes,2016,293,231,117,257,1,7,1.075002423,-1.994935106,DIABETES,46,257,0.8988326848249028,0.45525291828793774,257,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes,2017,256,203,112,219,1,8,0.940007258,-0.994935106,DIABETES,46,219,0.9269406392694064,0.5114155251141552,219,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes,2018,209,149,132,180,1,9,0.737164066,0.005064894,DIABETES,46,180,0.8277777777777777,0.7333333333333333,180,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes,2019,171,100,115,143,1,10,0.536493371,1.005064894,DIABETES,46,143,0.6993006993006993,0.8041958041958042,143,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes,2020,195,82,146,162,1,11,0.667829373,2.005064894,DIABETES,46,162,0.5061728395061729,0.9012345679012346,162,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes,2021,216,78,164,181,1,12,0.770108222,3.005064894,DIABETES,46,181,0.430939227,0.9060773480662984,181,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes,2022,187,68,141,156,1,13,0.625938431,4.005064894,DIABETES,46,156,0.4358974358974359,0.9038461538461539,156,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes,2023,137,43,106,113,1,14,0.31481074,5.005064894,DIABETES,46,113,0.3805309734513274,0.9380530973451328,113,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes,2024,149,54,113,126,1,15,0.39877612,6.005064894,DIABETES,46,126,0.42857142857142855,0.8968253968253969,126,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes,2025,176,47,131,139,1,16,0.565313809,7.005064894,DIABETES,46,139,0.3381294964028777,0.9424460431654677,139,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes & metabolism journal,2011,73,28,5,31,0,0,-0.314710745,-6.994935106,DIABETES METAB J,63,31,0.9032258064516129,0.16129032258064516,31,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes & metabolism journal,2012,53,9,1,10,0,0,-0.634878272,-5.994935106,DIABETES METAB J,63,10,0.9,0.1,10,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes & metabolism journal,2013,47,14,1,15,0,0,-0.755022584,-4.994935106,DIABETES METAB J,63,15,0.9333333333333333,0.066666667,15,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes & metabolism journal,2014,33,6,3,9,0,0,-1.108662625,-3.994935106,DIABETES METAB J,63,9,0.6666666666666666,0.3333333333333333,9,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes & metabolism journal,2015,39,9,0,9,0,0,-0.94160854,-2.994935106,DIABETES METAB J,63,9,1,0,9,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes & metabolism journal,2016,34,10,5,15,0,0,-1.078809661,-1.994935106,DIABETES METAB J,63,15,0.6666666666666666,0.3333333333333333,15,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes & metabolism journal,2017,32,8,1,8,0,0,-1.139434283,-0.994935106,DIABETES METAB J,63,8,1,0.125,8,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes & metabolism journal,2018,38,8,5,12,0,0,-0.967584026,0.005064894,DIABETES METAB J,63,12,0.6666666666666666,0.4166666666666667,12,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes & metabolism journal,2019,56,14,9,20,0,0,-0.579818495,1.005064894,DIABETES METAB J,63,20,0.7,0.45,20,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes & metabolism journal,2020,57,16,9,22,0,0,-0.562118918,2.005064894,DIABETES METAB J,63,22,0.7272727272727273,0.4090909090909091,22,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes & metabolism journal,2021,59,17,12,24,0,0,-0.527632742,3.005064894,DIABETES METAB J,63,24,0.7083333333333334,0.5,24,ENDOCRINOLOGY & METABOLISM
endocrinology & metabolism,diabetes & metabolism journal,2022,54,13,4,16,0,0,-0.616186139,4.005064894,DIABETES METAB J,63,16,0.8125,0.25,16,ENDOCRINOLOGY & METABOLISM
