journal,year,n_bar_cont,n_informative,n_bar_or_informative,policy,policy_year,JCR Abbreviation,Publisher,All_Fields,p_bar,p_informative,p_total
Cancer gene therapy,2020.0,44,36,51,1.0,2013,CANCER GENE THER,SPRINGERNATURE,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY",0.8627450980392157,0.7058823529411765,1.5686274509803924
Cancer gene therapy,2021.0,61,59,68,1.0,2013,CANCER GENE THER,SPRINGERNATURE,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY",0.8970588235294118,0.8676470588235294,1.7647058823529411
Cancer gene therapy,2022.0,115,105,131,1.0,2013,CANCER GENE THER,SPRINGERNATURE,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY",0.8778625954198473,0.8015267175572519,1.6793893129770994
Cancer gene therapy,2023.0,95,97,115,1.0,2013,CANCER GENE THER,SPRINGERNATURE,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY",0.8260869565217391,0.8434782608695652,1.6695652173913045
Cancer gene therapy,2024.0,90,109,118,1.0,2013,CANCER GENE THER,SPRINGERNATURE,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY",0.7627118644067796,0.923728813559322,1.6864406779661016
Cancer gene therapy,2025.0,74,84,93,1.0,2013,CANCER GENE THER,SPRINGERNATURE,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY",0.7956989247311828,0.9032258064516128,1.6989247311827955
"Cancer immunology, immunotherapy : CII",2010.0,106,57,124,0.0,,CANCER IMMUNOL IMMUN,SPRINGER,IMMUNOLOGY; ONCOLOGY,0.8548387096774194,0.4596774193548387,1.314516129032258
"Cancer immunology, immunotherapy : CII",2011.0,102,53,115,0.0,,CANCER IMMUNOL IMMUN,SPRINGER,IMMUNOLOGY; ONCOLOGY,0.8869565217391304,0.4608695652173913,1.3478260869565215
"Cancer immunology, immunotherapy : CII",2012.0,125,75,136,0.0,,CANCER IMMUNOL IMMUN,SPRINGER,IMMUNOLOGY; ONCOLOGY,0.9191176470588236,0.5514705882352942,1.4705882352941178
"Cancer immunology, immunotherapy : CII",2013.0,105,85,130,0.0,,CANCER IMMUNOL IMMUN,SPRINGER,IMMUNOLOGY; ONCOLOGY,0.8076923076923077,0.6538461538461539,1.4615384615384617
"Cancer immunology, immunotherapy : CII",2014.0,55,48,73,0.0,,CANCER IMMUNOL IMMUN,SPRINGER,IMMUNOLOGY; ONCOLOGY,0.7534246575342466,0.6575342465753424,1.410958904109589
"Cancer immunology, immunotherapy : CII",2015.0,77,63,99,0.0,,CANCER IMMUNOL IMMUN,SPRINGER,IMMUNOLOGY; ONCOLOGY,0.7777777777777778,0.6363636363636364,1.414141414141414
"Cancer immunology, immunotherapy : CII",2016.0,60,57,81,0.0,,CANCER IMMUNOL IMMUN,SPRINGER,IMMUNOLOGY; ONCOLOGY,0.7407407407407407,0.7037037037037037,1.4444444444444444
"Cancer immunology, immunotherapy : CII",2017.0,59,60,76,0.0,,CANCER IMMUNOL IMMUN,SPRINGER,IMMUNOLOGY; ONCOLOGY,0.7763157894736842,0.7894736842105263,1.5657894736842106
"Cancer immunology, immunotherapy : CII",2018.0,71,73,102,0.0,,CANCER IMMUNOL IMMUN,SPRINGER,IMMUNOLOGY; ONCOLOGY,0.696078431372549,0.7156862745098039,1.4117647058823528
"Cancer immunology, immunotherapy : CII",2019.0,71,85,111,0.0,,CANCER IMMUNOL IMMUN,SPRINGER,IMMUNOLOGY; ONCOLOGY,0.6396396396396397,0.7657657657657657,1.4054054054054053
"Cancer immunology, immunotherapy : CII",2020.0,90,106,142,0.0,,CANCER IMMUNOL IMMUN,SPRINGER,IMMUNOLOGY; ONCOLOGY,0.6338028169014085,0.7464788732394366,1.380281690140845
"Cancer immunology, immunotherapy : CII",2021.0,113,152,196,0.0,,CANCER IMMUNOL IMMUN,SPRINGER,IMMUNOLOGY; ONCOLOGY,0.576530612244898,0.7755102040816326,1.3520408163265305
"Cancer immunology, immunotherapy : CII",2022.0,87,139,165,0.0,,CANCER IMMUNOL IMMUN,SPRINGER,IMMUNOLOGY; ONCOLOGY,0.5272727272727272,0.8424242424242424,1.3696969696969696
"Cancer immunology, immunotherapy : CII",2023.0,136,210,242,0.0,,CANCER IMMUNOL IMMUN,SPRINGER,IMMUNOLOGY; ONCOLOGY,0.5619834710743802,0.8677685950413223,1.4297520661157024
"Cancer immunology, immunotherapy : CII",2024.0,118,178,204,0.0,,CANCER IMMUNOL IMMUN,SPRINGER,IMMUNOLOGY; ONCOLOGY,0.5784313725490197,0.8725490196078431,1.450980392156863
"Cancer immunology, immunotherapy : CII",2025.0,115,229,245,0.0,,CANCER IMMUNOL IMMUN,SPRINGER,IMMUNOLOGY; ONCOLOGY,0.4693877551020408,0.9346938775510204,1.4040816326530612
Cancer immunology research,2013.0,18,17,25,1.0,2016,CANCER IMMUNOL RES,AMER ASSOC CANCER RESEARCH,IMMUNOLOGY; ONCOLOGY,0.72,0.68,1.4
Cancer immunology research,2014.0,61,62,80,1.0,2016,CANCER IMMUNOL RES,AMER ASSOC CANCER RESEARCH,IMMUNOLOGY; ONCOLOGY,0.7625,0.775,1.5375
Cancer immunology research,2015.0,86,79,101,1.0,2016,CANCER IMMUNOL RES,AMER ASSOC CANCER RESEARCH,IMMUNOLOGY; ONCOLOGY,0.8514851485148515,0.7821782178217822,1.6336633663366338
Cancer immunology research,2016.0,56,63,80,1.0,2016,CANCER IMMUNOL RES,AMER ASSOC CANCER RESEARCH,IMMUNOLOGY; ONCOLOGY,0.7,0.7875,1.4874999999999998
Cancer immunology research,2017.0,76,74,91,1.0,2016,CANCER IMMUNOL RES,AMER ASSOC CANCER RESEARCH,IMMUNOLOGY; ONCOLOGY,0.8351648351648352,0.8131868131868132,1.6483516483516485
Cancer immunology research,2018.0,94,102,119,1.0,2016,CANCER IMMUNOL RES,AMER ASSOC CANCER RESEARCH,IMMUNOLOGY; ONCOLOGY,0.7899159663865546,0.8571428571428571,1.6470588235294117
Cancer immunology research,2019.0,112,123,149,1.0,2016,CANCER IMMUNOL RES,AMER ASSOC CANCER RESEARCH,IMMUNOLOGY; ONCOLOGY,0.7516778523489933,0.825503355704698,1.577181208053691
Cancer immunology research,2020.0,79,107,118,1.0,2016,CANCER IMMUNOL RES,AMER ASSOC CANCER RESEARCH,IMMUNOLOGY; ONCOLOGY,0.6694915254237288,0.9067796610169492,1.576271186440678
Cancer immunology research,2021.0,62,93,99,1.0,2016,CANCER IMMUNOL RES,AMER ASSOC CANCER RESEARCH,IMMUNOLOGY; ONCOLOGY,0.6262626262626263,0.9393939393939394,1.5656565656565655
Cancer immunology research,2022.0,54,83,87,1.0,2016,CANCER IMMUNOL RES,AMER ASSOC CANCER RESEARCH,IMMUNOLOGY; ONCOLOGY,0.6206896551724138,0.9540229885057472,1.5747126436781609
Cancer immunology research,2023.0,49,94,96,1.0,2016,CANCER IMMUNOL RES,AMER ASSOC CANCER RESEARCH,IMMUNOLOGY; ONCOLOGY,0.5104166666666666,0.9791666666666666,1.4895833333333333
Cancer immunology research,2024.0,51,100,102,1.0,2016,CANCER IMMUNOL RES,AMER ASSOC CANCER RESEARCH,IMMUNOLOGY; ONCOLOGY,0.5,0.9803921568627452,1.4803921568627452
Cancer immunology research,2025.0,48,135,136,1.0,2016,CANCER IMMUNOL RES,AMER ASSOC CANCER RESEARCH,IMMUNOLOGY; ONCOLOGY,0.3529411764705882,0.9926470588235294,1.3455882352941178
Cancer research,2010.0,839,303,879,1.0,2016,CANCER RES,AMER ASSOC CANCER RESEARCH,ONCOLOGY,0.9544937428896472,0.3447098976109215,1.299203640500569
Cancer research,2011.0,608,259,649,1.0,2016,CANCER RES,AMER ASSOC CANCER RESEARCH,ONCOLOGY,0.9368258859784284,0.399075500770416,1.3359013867488445
Cancer research,2012.0,477,232,510,1.0,2016,CANCER RES,AMER ASSOC CANCER RESEARCH,ONCOLOGY,0.9352941176470588,0.4549019607843137,1.3901960784313725
Cancer research,2013.0,537,295,562,1.0,2016,CANCER RES,AMER ASSOC CANCER RESEARCH,ONCOLOGY,0.9555160142348754,0.5249110320284698,1.480427046263345
Cancer research,2014.0,536,321,579,1.0,2016,CANCER RES,AMER ASSOC CANCER RESEARCH,ONCOLOGY,0.92573402417962,0.5544041450777202,1.4801381692573403
Cancer research,2015.0,394,270,422,1.0,2016,CANCER RES,AMER ASSOC CANCER RESEARCH,ONCOLOGY,0.933649289099526,0.6398104265402843,1.5734597156398102
Cancer research,2016.0,508,369,560,1.0,2016,CANCER RES,AMER ASSOC CANCER RESEARCH,ONCOLOGY,0.9071428571428573,0.6589285714285714,1.5660714285714286
Cancer research,2017.0,457,351,510,1.0,2016,CANCER RES,AMER ASSOC CANCER RESEARCH,ONCOLOGY,0.8960784313725491,0.6882352941176471,1.5843137254901962
Cancer research,2018.0,417,370,478,1.0,2016,CANCER RES,AMER ASSOC CANCER RESEARCH,ONCOLOGY,0.8723849372384938,0.7740585774058577,1.6464435146443517
Cancer research,2019.0,342,315,401,1.0,2016,CANCER RES,AMER ASSOC CANCER RESEARCH,ONCOLOGY,0.8528678304239401,0.7855361596009975,1.6384039900249376
Cancer research,2020.0,276,295,344,1.0,2016,CANCER RES,AMER ASSOC CANCER RESEARCH,ONCOLOGY,0.8023255813953488,0.8575581395348837,1.6598837209302326
Cancer research,2021.0,302,341,389,1.0,2016,CANCER RES,AMER ASSOC CANCER RESEARCH,ONCOLOGY,0.7763496143958869,0.8766066838046273,1.6529562982005142
Cancer research,2022.0,193,249,278,1.0,2016,CANCER RES,AMER ASSOC CANCER RESEARCH,ONCOLOGY,0.6942446043165468,0.89568345323741,1.5899280575539567
Cancer research,2023.0,151,223,238,1.0,2016,CANCER RES,AMER ASSOC CANCER RESEARCH,ONCOLOGY,0.634453781512605,0.9369747899159664,1.5714285714285714
Cancer research,2024.0,134,225,231,1.0,2016,CANCER RES,AMER ASSOC CANCER RESEARCH,ONCOLOGY,0.5800865800865801,0.974025974025974,1.554112554112554
Cancer research,2025.0,135,308,314,1.0,2016,CANCER RES,AMER ASSOC CANCER RESEARCH,ONCOLOGY,0.4299363057324841,0.9808917197452228,1.410828025477707
Cancer science,2010.0,234,73,261,0.0,,CANCER SCI,WILEY,ONCOLOGY,0.896551724137931,0.2796934865900383,1.1762452107279693
Cancer science,2011.0,189,65,206,0.0,,CANCER SCI,WILEY,ONCOLOGY,0.9174757281553398,0.3155339805825243,1.2330097087378642
Cancer science,2012.0,171,62,193,0.0,,CANCER SCI,WILEY,ONCOLOGY,0.8860103626943006,0.3212435233160621,1.2072538860103628
Cancer science,2013.0,139,59,151,0.0,,CANCER SCI,WILEY,ONCOLOGY,0.9205298013245032,0.390728476821192,1.3112582781456954
Cancer science,2014.0,120,43,133,0.0,,CANCER SCI,WILEY,ONCOLOGY,0.9022556390977444,0.3233082706766917,1.225563909774436
Cancer science,2015.0,126,61,146,0.0,,CANCER SCI,WILEY,ONCOLOGY,0.863013698630137,0.4178082191780822,1.2808219178082192
Cancer science,2016.0,131,65,150,0.0,,CANCER SCI,WILEY,ONCOLOGY,0.8733333333333333,0.4333333333333333,1.3066666666666666
Cancer science,2017.0,177,84,193,0.0,,CANCER SCI,WILEY,ONCOLOGY,0.917098445595855,0.4352331606217616,1.3523316062176165
Cancer science,2018.0,220,144,249,0.0,,CANCER SCI,WILEY,ONCOLOGY,0.8835341365461847,0.5783132530120482,1.461847389558233
Cancer science,2019.0,219,167,260,0.0,,CANCER SCI,WILEY,ONCOLOGY,0.8423076923076923,0.6423076923076924,1.484615384615385
Cancer science,2020.0,226,181,265,0.0,,CANCER SCI,WILEY,ONCOLOGY,0.8528301886792453,0.6830188679245283,1.5358490566037737
Cancer science,2021.0,249,223,308,0.0,,CANCER SCI,WILEY,ONCOLOGY,0.8084415584415584,0.724025974025974,1.5324675324675323
Cancer science,2022.0,193,193,253,0.0,,CANCER SCI,WILEY,ONCOLOGY,0.7628458498023716,0.7628458498023716,1.5256916996047432
Cancer science,2023.0,230,233,284,0.0,,CANCER SCI,WILEY,ONCOLOGY,0.8098591549295775,0.8204225352112676,1.630281690140845
Cancer science,2024.0,148,198,226,0.0,,CANCER SCI,WILEY,ONCOLOGY,0.6548672566371682,0.8761061946902655,1.5309734513274336
Cancer science,2025.0,142,202,228,0.0,,CANCER SCI,WILEY,ONCOLOGY,0.6228070175438597,0.8859649122807017,1.5087719298245614
Cancer,2010.0,68,73,129,1.0,2018,CANCER-AM CANCER SOC,WILEY,ONCOLOGY,0.5271317829457365,0.5658914728682171,1.0930232558139537
Cancer,2011.0,83,52,120,1.0,2018,CANCER-AM CANCER SOC,WILEY,ONCOLOGY,0.6916666666666667,0.4333333333333333,1.125
Cancer,2012.0,83,58,119,1.0,2018,CANCER-AM CANCER SOC,WILEY,ONCOLOGY,0.6974789915966386,0.4873949579831932,1.184873949579832
Cancer,2013.0,43,52,81,1.0,2018,CANCER-AM CANCER SOC,WILEY,ONCOLOGY,0.5308641975308642,0.6419753086419753,1.1728395061728394
Cancer,2014.0,48,49,86,1.0,2018,CANCER-AM CANCER SOC,WILEY,ONCOLOGY,0.5581395348837209,0.5697674418604651,1.127906976744186
Cancer,2015.0,32,32,58,1.0,2018,CANCER-AM CANCER SOC,WILEY,ONCOLOGY,0.5517241379310345,0.5517241379310345,1.103448275862069
Cancer,2016.0,22,41,58,1.0,2018,CANCER-AM CANCER SOC,WILEY,ONCOLOGY,0.3793103448275862,0.7068965517241379,1.0862068965517242
Cancer,2017.0,29,36,62,1.0,2018,CANCER-AM CANCER SOC,WILEY,ONCOLOGY,0.4677419354838709,0.5806451612903226,1.0483870967741935
Cancer,2018.0,33,26,54,1.0,2018,CANCER-AM CANCER SOC,WILEY,ONCOLOGY,0.6111111111111112,0.4814814814814814,1.0925925925925926
Cancer,2019.0,40,43,78,1.0,2018,CANCER-AM CANCER SOC,WILEY,ONCOLOGY,0.5128205128205128,0.5512820512820513,1.064102564102564
Cancer,2020.0,35,53,81,1.0,2018,CANCER-AM CANCER SOC,WILEY,ONCOLOGY,0.4320987654320987,0.654320987654321,1.0864197530864197
Cancer,2021.0,27,44,68,1.0,2018,CANCER-AM CANCER SOC,WILEY,ONCOLOGY,0.3970588235294117,0.6470588235294118,1.0441176470588236
Cancer,2022.0,22,37,53,1.0,2018,CANCER-AM CANCER SOC,WILEY,ONCOLOGY,0.4150943396226415,0.6981132075471698,1.1132075471698113
Cancer,2023.0,33,44,70,1.0,2018,CANCER-AM CANCER SOC,WILEY,ONCOLOGY,0.4714285714285714,0.6285714285714286,1.1
Cancer,2024.0,26,46,66,1.0,2018,CANCER-AM CANCER SOC,WILEY,ONCOLOGY,0.3939393939393939,0.696969696969697,1.0909090909090908
Cancer,2025.0,21,44,56,1.0,2018,CANCER-AM CANCER SOC,WILEY,ONCOLOGY,0.375,0.7857142857142857,1.1607142857142856
Cardiovascular diabetology,2010.0,38,12,48,0.0,,CARDIOVASC DIABETOL,BMC,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM,0.7916666666666666,0.25,1.0416666666666663
Cardiovascular diabetology,2011.0,51,14,61,0.0,,CARDIOVASC DIABETOL,BMC,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM,0.8360655737704918,0.2295081967213114,1.0655737704918034
Cardiovascular diabetology,2012.0,62,14,71,0.0,,CARDIOVASC DIABETOL,BMC,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM,0.8732394366197183,0.1971830985915492,1.0704225352112675
Cardiovascular diabetology,2013.0,80,19,92,0.0,,CARDIOVASC DIABETOL,BMC,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM,0.8695652173913043,0.2065217391304347,1.076086956521739
Cardiovascular diabetology,2014.0,83,26,98,0.0,,CARDIOVASC DIABETOL,BMC,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM,0.8469387755102041,0.2653061224489796,1.1122448979591837
Cardiovascular diabetology,2015.0,56,25,74,0.0,,CARDIOVASC DIABETOL,BMC,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM,0.7567567567567568,0.3378378378378378,1.0945945945945947
Cardiovascular diabetology,2016.0,62,27,80,0.0,,CARDIOVASC DIABETOL,BMC,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM,0.775,0.3375,1.1125
Cardiovascular diabetology,2017.0,46,24,64,0.0,,CARDIOVASC DIABETOL,BMC,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM,0.71875,0.375,1.09375
Cardiovascular diabetology,2018.0,40,29,59,0.0,,CARDIOVASC DIABETOL,BMC,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM,0.6779661016949152,0.4915254237288136,1.1694915254237288
Cardiovascular diabetology,2019.0,34,30,61,0.0,,CARDIOVASC DIABETOL,BMC,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM,0.5573770491803278,0.4918032786885246,1.0491803278688523
Cardiovascular diabetology,2020.0,38,39,70,0.0,,CARDIOVASC DIABETOL,BMC,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM,0.5428571428571428,0.5571428571428572,1.1
Cardiovascular diabetology,2021.0,32,35,61,0.0,,CARDIOVASC DIABETOL,BMC,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM,0.5245901639344263,0.5737704918032787,1.098360655737705
Cardiovascular diabetology,2022.0,25,64,82,0.0,,CARDIOVASC DIABETOL,BMC,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM,0.3048780487804878,0.7804878048780488,1.0853658536585369
Cardiovascular diabetology,2023.0,53,87,121,0.0,,CARDIOVASC DIABETOL,BMC,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM,0.4380165289256198,0.71900826446281,1.15702479338843
Cardiovascular diabetology,2024.0,66,154,192,0.0,,CARDIOVASC DIABETOL,BMC,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM,0.34375,0.8020833333333334,1.1458333333333337
Cardiovascular diabetology,2025.0,58,169,205,0.0,,CARDIOVASC DIABETOL,BMC,CARDIAC & CARDIOVASCULAR SYSTEMS; ENDOCRINOLOGY & METABOLISM,0.2829268292682926,0.824390243902439,1.1073170731707316
Cell metabolism,2010.0,94,19,94,0.0,,CELL METAB,CELL PRESS,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM,1.0,0.202127659574468,1.202127659574468
Cell metabolism,2011.0,114,36,114,0.0,,CELL METAB,CELL PRESS,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM,1.0,0.3157894736842105,1.3157894736842106
Cell metabolism,2012.0,110,22,112,0.0,,CELL METAB,CELL PRESS,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM,0.9821428571428572,0.1964285714285714,1.1785714285714286
Cell metabolism,2013.0,117,27,118,0.0,,CELL METAB,CELL PRESS,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM,0.9915254237288136,0.2288135593220339,1.2203389830508475
Cell metabolism,2014.0,126,46,128,0.0,,CELL METAB,CELL PRESS,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM,0.984375,0.359375,1.34375
Cell metabolism,2015.0,116,52,125,0.0,,CELL METAB,CELL PRESS,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM,0.928,0.416,1.344
Cell metabolism,2016.0,116,78,123,0.0,,CELL METAB,CELL PRESS,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM,0.943089430894309,0.6341463414634146,1.5772357723577235
Cell metabolism,2017.0,112,75,121,0.0,,CELL METAB,CELL PRESS,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM,0.9256198347107438,0.6198347107438017,1.5454545454545454
Cell metabolism,2018.0,119,84,135,0.0,,CELL METAB,CELL PRESS,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM,0.8814814814814815,0.6222222222222222,1.5037037037037038
Cell metabolism,2019.0,122,114,145,0.0,,CELL METAB,CELL PRESS,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM,0.8413793103448276,0.7862068965517242,1.627586206896552
Cell metabolism,2020.0,75,107,123,0.0,,CELL METAB,CELL PRESS,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM,0.6097560975609756,0.8699186991869918,1.479674796747967
Cell metabolism,2021.0,69,104,115,0.0,,CELL METAB,CELL PRESS,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM,0.6,0.9043478260869564,1.5043478260869565
Cell metabolism,2022.0,47,97,105,0.0,,CELL METAB,CELL PRESS,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM,0.4476190476190476,0.923809523809524,1.3714285714285714
Cell metabolism,2023.0,52,110,115,0.0,,CELL METAB,CELL PRESS,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM,0.4521739130434782,0.9565217391304348,1.4086956521739131
Cell metabolism,2024.0,41,116,116,0.0,,CELL METAB,CELL PRESS,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM,0.3534482758620689,1.0,1.353448275862069
Cell metabolism,2025.0,57,129,134,0.0,,CELL METAB,CELL PRESS,CELL BIOLOGY; ENDOCRINOLOGY & METABOLISM,0.4253731343283582,0.9626865671641792,1.388059701492537
Cellular &amp; molecular immunology,2010.0,35,14,40,1.0,2013,CELL MOL IMMUNOL,CHIN SOCIETY IMMUNOLOGY,IMMUNOLOGY,0.875,0.35,1.225
Cellular &amp; molecular immunology,2011.0,31,11,31,1.0,2013,CELL MOL IMMUNOL,CHIN SOCIETY IMMUNOLOGY,IMMUNOLOGY,1.0,0.3548387096774194,1.3548387096774197
Cellular &amp; molecular immunology,2012.0,32,15,34,1.0,2013,CELL MOL IMMUNOL,CHIN SOCIETY IMMUNOLOGY,IMMUNOLOGY,0.9411764705882352,0.4411764705882353,1.3823529411764706
Cellular &amp; molecular immunology,2013.0,25,8,25,1.0,2013,CELL MOL IMMUNOL,CHIN SOCIETY IMMUNOLOGY,IMMUNOLOGY,1.0,0.32,1.32
Cellular &amp; molecular immunology,2014.0,31,16,33,1.0,2013,CELL MOL IMMUNOL,CHIN SOCIETY IMMUNOLOGY,IMMUNOLOGY,0.9393939393939394,0.4848484848484848,1.4242424242424243
Cellular &amp; molecular immunology,2015.0,42,20,46,1.0,2013,CELL MOL IMMUNOL,CHIN SOCIETY IMMUNOLOGY,IMMUNOLOGY,0.9130434782608696,0.4347826086956521,1.3478260869565215
Cellular &amp; molecular immunology,2016.0,51,29,56,1.0,2013,CELL MOL IMMUNOL,CHIN SOCIETY IMMUNOLOGY,IMMUNOLOGY,0.9107142857142856,0.5178571428571429,1.4285714285714286
Cellular &amp; molecular immunology,2017.0,52,27,53,1.0,2013,CELL MOL IMMUNOL,CHIN SOCIETY IMMUNOLOGY,IMMUNOLOGY,0.981132075471698,0.5094339622641509,1.490566037735849
Cellular &amp; molecular immunology,2018.0,50,24,51,1.0,2013,CELL MOL IMMUNOL,CHIN SOCIETY IMMUNOLOGY,IMMUNOLOGY,0.9803921568627452,0.4705882352941176,1.4509803921568627
Cellular &amp; molecular immunology,2019.0,46,30,49,1.0,2013,CELL MOL IMMUNOL,CHIN SOCIETY IMMUNOLOGY,IMMUNOLOGY,0.9387755102040816,0.6122448979591837,1.5510204081632653
Cellular &amp; molecular immunology,2020.0,45,38,55,1.0,2013,CELL MOL IMMUNOL,CHIN SOCIETY IMMUNOLOGY,IMMUNOLOGY,0.8181818181818182,0.6909090909090909,1.5090909090909093
Cellular &amp; molecular immunology,2021.0,98,105,129,1.0,2013,CELL MOL IMMUNOL,CHIN SOCIETY IMMUNOLOGY,IMMUNOLOGY,0.7596899224806202,0.813953488372093,1.5736434108527133
Cellular &amp; molecular immunology,2022.0,40,51,61,1.0,2013,CELL MOL IMMUNOL,CHIN SOCIETY IMMUNOLOGY,IMMUNOLOGY,0.6557377049180327,0.8360655737704918,1.4918032786885247
Cellular &amp; molecular immunology,2023.0,43,63,66,1.0,2013,CELL MOL IMMUNOL,CHIN SOCIETY IMMUNOLOGY,IMMUNOLOGY,0.6515151515151515,0.9545454545454546,1.606060606060606
Cellular &amp; molecular immunology,2024.0,35,66,66,1.0,2013,CELL MOL IMMUNOL,CHIN SOCIETY IMMUNOLOGY,IMMUNOLOGY,0.5303030303030303,1.0,1.5303030303030305
Cellular &amp; molecular immunology,2025.0,37,68,68,1.0,2013,CELL MOL IMMUNOL,CHIN SOCIETY IMMUNOLOGY,IMMUNOLOGY,0.5441176470588235,1.0,1.5441176470588234
"Chromosome research : an international journal on the molecular, supramolecular and evolutionary aspects of chromosome biology",2010.0,9,11,16,0.0,,CHROMOSOME RES,SPRINGER,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY,0.5625,0.6875,1.25
"Chromosome research : an international journal on the molecular, supramolecular and evolutionary aspects of chromosome biology",2011.0,10,11,17,0.0,,CHROMOSOME RES,SPRINGER,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY,0.5882352941176471,0.6470588235294118,1.2352941176470589
"Chromosome research : an international journal on the molecular, supramolecular and evolutionary aspects of chromosome biology",2012.0,12,5,17,0.0,,CHROMOSOME RES,SPRINGER,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY,0.7058823529411765,0.2941176470588235,1.0
"Chromosome research : an international journal on the molecular, supramolecular and evolutionary aspects of chromosome biology",2013.0,7,5,11,0.0,,CHROMOSOME RES,SPRINGER,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY,0.6363636363636364,0.4545454545454545,1.0909090909090908
"Chromosome research : an international journal on the molecular, supramolecular and evolutionary aspects of chromosome biology",2014.0,9,7,15,0.0,,CHROMOSOME RES,SPRINGER,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY,0.6,0.4666666666666667,1.0666666666666669
"Chromosome research : an international journal on the molecular, supramolecular and evolutionary aspects of chromosome biology",2015.0,5,5,9,0.0,,CHROMOSOME RES,SPRINGER,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY,0.5555555555555556,0.5555555555555556,1.1111111111111112
"Chromosome research : an international journal on the molecular, supramolecular and evolutionary aspects of chromosome biology",2016.0,10,5,13,0.0,,CHROMOSOME RES,SPRINGER,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY,0.7692307692307693,0.3846153846153846,1.153846153846154
"Chromosome research : an international journal on the molecular, supramolecular and evolutionary aspects of chromosome biology",2017.0,3,3,6,0.0,,CHROMOSOME RES,SPRINGER,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY,0.5,0.5,1.0
"Chromosome research : an international journal on the molecular, supramolecular and evolutionary aspects of chromosome biology",2018.0,4,2,5,0.0,,CHROMOSOME RES,SPRINGER,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY,0.8,0.4,1.2000000000000002
