JCR Abbreviation	year	has_bar	has_informative	has_bar_or_informative	journal	Publisher	Policy	Policy_date	All_Fields
ANTIOXID REDOX SIGN	2024.0	12	37	37	Antioxidants &amp; redox signaling	MARY ANN LIEBERT, INC	1.0	2020	BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
ANTIOXID REDOX SIGN	2025.0	34	90	90	Antioxidants &amp; redox signaling	MARY ANN LIEBERT, INC	1.0	2020	BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
ARCH PHYSIOL BIOCHEM	2010.0	11	4	14	Archives of physiology and biochemistry	TAYLOR & FRANCIS LTD	0.0		ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
ARCH PHYSIOL BIOCHEM	2011.0	8	2	10	Archives of physiology and biochemistry	TAYLOR & FRANCIS LTD	0.0		ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
ARCH PHYSIOL BIOCHEM	2012.0	11	4	13	Archives of physiology and biochemistry	TAYLOR & FRANCIS LTD	0.0		ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
ARCH PHYSIOL BIOCHEM	2013.0	10	4	13	Archives of physiology and biochemistry	TAYLOR & FRANCIS LTD	0.0		ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
ARCH PHYSIOL BIOCHEM	2014.0	12	2	13	Archives of physiology and biochemistry	TAYLOR & FRANCIS LTD	0.0		ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
ARCH PHYSIOL BIOCHEM	2015.0	16	2	17	Archives of physiology and biochemistry	TAYLOR & FRANCIS LTD	0.0		ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
ARCH PHYSIOL BIOCHEM	2016.0	22	4	25	Archives of physiology and biochemistry	TAYLOR & FRANCIS LTD	0.0		ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
ARCH PHYSIOL BIOCHEM	2017.0	30	5	32	Archives of physiology and biochemistry	TAYLOR & FRANCIS LTD	0.0		ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
ARCH PHYSIOL BIOCHEM	2018.0	39	3	41	Archives of physiology and biochemistry	TAYLOR & FRANCIS LTD	0.0		ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
ARCH PHYSIOL BIOCHEM	2019.0	43	3	45	Archives of physiology and biochemistry	TAYLOR & FRANCIS LTD	0.0		ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
ARCH PHYSIOL BIOCHEM	2020.0	42	4	43	Archives of physiology and biochemistry	TAYLOR & FRANCIS LTD	0.0		ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
ARCH PHYSIOL BIOCHEM	2021.0	46	7	49	Archives of physiology and biochemistry	TAYLOR & FRANCIS LTD	0.0		ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
ARCH PHYSIOL BIOCHEM	2022.0	122	34	135	Archives of physiology and biochemistry	TAYLOR & FRANCIS LTD	0.0		ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
ARCH PHYSIOL BIOCHEM	2023.0	87	18	92	Archives of physiology and biochemistry	TAYLOR & FRANCIS LTD	0.0		ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
ARCH PHYSIOL BIOCHEM	2024.0	47	18	55	Archives of physiology and biochemistry	TAYLOR & FRANCIS LTD	0.0		ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
ARCH PHYSIOL BIOCHEM	2025.0	74	30	86	Archives of physiology and biochemistry	TAYLOR & FRANCIS LTD	0.0		ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
ARTHRITIS RES THER	2010.0	100	67	135	Arthritis research &amp; therapy	BMC	0.0		RHEUMATOLOGY
ARTHRITIS RES THER	2011.0	94	72	130	Arthritis research &amp; therapy	BMC	0.0		RHEUMATOLOGY
ARTHRITIS RES THER	2012.0	128	108	182	Arthritis research &amp; therapy	BMC	0.0		RHEUMATOLOGY
ARTHRITIS RES THER	2013.0	109	73	140	Arthritis research &amp; therapy	BMC	0.0		RHEUMATOLOGY
ARTHRITIS RES THER	2014.0	112	98	165	Arthritis research &amp; therapy	BMC	0.0		RHEUMATOLOGY
ARTHRITIS RES THER	2015.0	133	119	201	Arthritis research &amp; therapy	BMC	0.0		RHEUMATOLOGY
ARTHRITIS RES THER	2016.0	105	114	169	Arthritis research &amp; therapy	BMC	0.0		RHEUMATOLOGY
ARTHRITIS RES THER	2017.0	85	101	143	Arthritis research &amp; therapy	BMC	0.0		RHEUMATOLOGY
ARTHRITIS RES THER	2018.0	98	92	147	Arthritis research &amp; therapy	BMC	0.0		RHEUMATOLOGY
ARTHRITIS RES THER	2019.0	91	101	144	Arthritis research &amp; therapy	BMC	0.0		RHEUMATOLOGY
ARTHRITIS RES THER	2020.0	72	109	142	Arthritis research &amp; therapy	BMC	0.0		RHEUMATOLOGY
ARTHRITIS RES THER	2021.0	67	107	146	Arthritis research &amp; therapy	BMC	0.0		RHEUMATOLOGY
ARTHRITIS RES THER	2022.0	57	104	126	Arthritis research &amp; therapy	BMC	0.0		RHEUMATOLOGY
ARTHRITIS RES THER	2023.0	60	117	138	Arthritis research &amp; therapy	BMC	0.0		RHEUMATOLOGY
ARTHRITIS RES THER	2024.0	44	103	115	Arthritis research &amp; therapy	BMC	0.0		RHEUMATOLOGY
ARTHRITIS RES THER	2025.0	57	127	146	Arthritis research &amp; therapy	BMC	0.0		RHEUMATOLOGY
ARTHRITIS RHEUMATOL	2014.0	171	112	205	Arthritis &amp; rheumatology (Hoboken, N.J.)	WILEY	1.0	2020	RHEUMATOLOGY
ARTHRITIS RHEUMATOL	2015.0	152	126	202	Arthritis &amp; rheumatology (Hoboken, N.J.)	WILEY	1.0	2020	RHEUMATOLOGY
ARTHRITIS RHEUMATOL	2016.0	114	102	150	Arthritis &amp; rheumatology (Hoboken, N.J.)	WILEY	1.0	2020	RHEUMATOLOGY
ARTHRITIS RHEUMATOL	2017.0	90	77	119	Arthritis &amp; rheumatology (Hoboken, N.J.)	WILEY	1.0	2020	RHEUMATOLOGY
ARTHRITIS RHEUMATOL	2018.0	64	73	100	Arthritis &amp; rheumatology (Hoboken, N.J.)	WILEY	1.0	2020	RHEUMATOLOGY
ARTHRITIS RHEUMATOL	2019.0	57	69	93	Arthritis &amp; rheumatology (Hoboken, N.J.)	WILEY	1.0	2020	RHEUMATOLOGY
ARTHRITIS RHEUMATOL	2020.0	65	90	107	Arthritis &amp; rheumatology (Hoboken, N.J.)	WILEY	1.0	2020	RHEUMATOLOGY
ARTHRITIS RHEUMATOL	2021.0	47	100	121	Arthritis &amp; rheumatology (Hoboken, N.J.)	WILEY	1.0	2020	RHEUMATOLOGY
ARTHRITIS RHEUMATOL	2022.0	30	87	96	Arthritis &amp; rheumatology (Hoboken, N.J.)	WILEY	1.0	2020	RHEUMATOLOGY
ARTHRITIS RHEUMATOL	2023.0	28	102	112	Arthritis &amp; rheumatology (Hoboken, N.J.)	WILEY	1.0	2020	RHEUMATOLOGY
ARTHRITIS RHEUMATOL	2024.0	27	71	80	Arthritis &amp; rheumatology (Hoboken, N.J.)	WILEY	1.0	2020	RHEUMATOLOGY
ARTHRITIS RHEUMATOL	2025.0	32	111	119	Arthritis &amp; rheumatology (Hoboken, N.J.)	WILEY	1.0	2020	RHEUMATOLOGY
ATHEROSCLEROSIS	2010.0	229	85	278	Atherosclerosis	ELSEVIER IRELAND LTD	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE
ATHEROSCLEROSIS	2011.0	194	79	231	Atherosclerosis	ELSEVIER IRELAND LTD	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE
ATHEROSCLEROSIS	2012.0	178	87	220	Atherosclerosis	ELSEVIER IRELAND LTD	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE
ATHEROSCLEROSIS	2013.0	134	54	171	Atherosclerosis	ELSEVIER IRELAND LTD	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE
ATHEROSCLEROSIS	2014.0	179	86	226	Atherosclerosis	ELSEVIER IRELAND LTD	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE
ATHEROSCLEROSIS	2015.0	146	78	195	Atherosclerosis	ELSEVIER IRELAND LTD	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE
ATHEROSCLEROSIS	2016.0	148	81	195	Atherosclerosis	ELSEVIER IRELAND LTD	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE
ATHEROSCLEROSIS	2017.0	98	65	142	Atherosclerosis	ELSEVIER IRELAND LTD	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE
ATHEROSCLEROSIS	2018.0	109	80	152	Atherosclerosis	ELSEVIER IRELAND LTD	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE
ATHEROSCLEROSIS	2019.0	82	74	115	Atherosclerosis	ELSEVIER IRELAND LTD	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE
ATHEROSCLEROSIS	2020.0	57	65	105	Atherosclerosis	ELSEVIER IRELAND LTD	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE
ATHEROSCLEROSIS	2021.0	39	56	79	Atherosclerosis	ELSEVIER IRELAND LTD	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE
ATHEROSCLEROSIS	2022.0	30	59	77	Atherosclerosis	ELSEVIER IRELAND LTD	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE
ATHEROSCLEROSIS	2023.0	38	55	75	Atherosclerosis	ELSEVIER IRELAND LTD	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE
ATHEROSCLEROSIS	2024.0	36	75	89	Atherosclerosis	ELSEVIER IRELAND LTD	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE
ATHEROSCLEROSIS	2025.0	38	90	109	Atherosclerosis	ELSEVIER IRELAND LTD	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE
BASIC RES CARDIOL	2010.0	63	15	65	Basic research in cardiology	SPRINGER HEIDELBERG	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
BASIC RES CARDIOL	2011.0	87	20	92	Basic research in cardiology	SPRINGER HEIDELBERG	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
BASIC RES CARDIOL	2012.0	60	20	63	Basic research in cardiology	SPRINGER HEIDELBERG	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
BASIC RES CARDIOL	2013.0	63	16	66	Basic research in cardiology	SPRINGER HEIDELBERG	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
BASIC RES CARDIOL	2014.0	43	16	47	Basic research in cardiology	SPRINGER HEIDELBERG	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
BASIC RES CARDIOL	2015.0	50	18	53	Basic research in cardiology	SPRINGER HEIDELBERG	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
BASIC RES CARDIOL	2016.0	51	20	53	Basic research in cardiology	SPRINGER HEIDELBERG	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
BASIC RES CARDIOL	2017.0	50	19	54	Basic research in cardiology	SPRINGER HEIDELBERG	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
BASIC RES CARDIOL	2018.0	21	15	27	Basic research in cardiology	SPRINGER HEIDELBERG	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
BASIC RES CARDIOL	2019.0	29	27	38	Basic research in cardiology	SPRINGER HEIDELBERG	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
BASIC RES CARDIOL	2020.0	35	41	54	Basic research in cardiology	SPRINGER HEIDELBERG	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
BASIC RES CARDIOL	2021.0	21	39	46	Basic research in cardiology	SPRINGER HEIDELBERG	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
BASIC RES CARDIOL	2022.0	25	41	46	Basic research in cardiology	SPRINGER HEIDELBERG	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
BASIC RES CARDIOL	2023.0	14	30	33	Basic research in cardiology	SPRINGER HEIDELBERG	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
BASIC RES CARDIOL	2024.0	11	42	43	Basic research in cardiology	SPRINGER HEIDELBERG	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
BASIC RES CARDIOL	2025.0	10	47	48	Basic research in cardiology	SPRINGER HEIDELBERG	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
BASIC RES CARDIOL	2026.0	1	6	6	Basic research in cardiology	SPRINGER HEIDELBERG	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
BIOFACTORS	2010.0	15	1	15	BioFactors (Oxford, England)	WILEY	0.0		BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
BIOFACTORS	2011.0	19	2	21	BioFactors (Oxford, England)	WILEY	0.0		BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
BIOFACTORS	2012.0	18	2	20	BioFactors (Oxford, England)	WILEY	0.0		BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
BIOFACTORS	2013.0	25	1	25	BioFactors (Oxford, England)	WILEY	0.0		BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
BIOFACTORS	2014.0	25	5	26	BioFactors (Oxford, England)	WILEY	0.0		BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
BIOFACTORS	2015.0	35	4	36	BioFactors (Oxford, England)	WILEY	0.0		BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
BIOFACTORS	2016.0	38	7	40	BioFactors (Oxford, England)	WILEY	0.0		BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
BIOFACTORS	2017.0	46	6	46	BioFactors (Oxford, England)	WILEY	0.0		BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
BIOFACTORS	2018.0	36	6	38	BioFactors (Oxford, England)	WILEY	0.0		BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
BIOFACTORS	2019.0	49	15	54	BioFactors (Oxford, England)	WILEY	0.0		BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
BIOFACTORS	2020.0	46	11	48	BioFactors (Oxford, England)	WILEY	0.0		BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
BIOFACTORS	2021.0	34	17	38	BioFactors (Oxford, England)	WILEY	0.0		BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
BIOFACTORS	2022.0	37	17	43	BioFactors (Oxford, England)	WILEY	0.0		BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
BIOFACTORS	2023.0	35	18	43	BioFactors (Oxford, England)	WILEY	0.0		BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
BIOFACTORS	2024.0	46	32	56	BioFactors (Oxford, England)	WILEY	0.0		BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
BIOFACTORS	2025.0	72	54	90	BioFactors (Oxford, England)	WILEY	0.0		BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM
BIOL BLOOD MARROW TR	2010.0	24	29	48	Biology of blood and marrow transplantation : journal of the American Society for Blood and Marrow Transplantation	ELSEVIER SCIENCE INC	0.0		HEMATOLOGY; TRANSPLANTATION; IMMUNOLOGY
BIOL BLOOD MARROW TR	2011.0	32	34	56	Biology of blood and marrow transplantation : journal of the American Society for Blood and Marrow Transplantation	ELSEVIER SCIENCE INC	0.0		HEMATOLOGY; TRANSPLANTATION; IMMUNOLOGY
BIOL BLOOD MARROW TR	2012.0	38	35	62	Biology of blood and marrow transplantation : journal of the American Society for Blood and Marrow Transplantation	ELSEVIER SCIENCE INC	0.0		HEMATOLOGY; TRANSPLANTATION; IMMUNOLOGY
BIOL BLOOD MARROW TR	2013.0	39	41	64	Biology of blood and marrow transplantation : journal of the American Society for Blood and Marrow Transplantation	ELSEVIER SCIENCE INC	0.0		HEMATOLOGY; TRANSPLANTATION; IMMUNOLOGY
BIOL BLOOD MARROW TR	2014.0	41	54	83	Biology of blood and marrow transplantation : journal of the American Society for Blood and Marrow Transplantation	ELSEVIER SCIENCE INC	0.0		HEMATOLOGY; TRANSPLANTATION; IMMUNOLOGY
BIOL BLOOD MARROW TR	2015.0	37	40	63	Biology of blood and marrow transplantation : journal of the American Society for Blood and Marrow Transplantation	ELSEVIER SCIENCE INC	0.0		HEMATOLOGY; TRANSPLANTATION; IMMUNOLOGY
BIOL BLOOD MARROW TR	2016.0	25	37	53	Biology of blood and marrow transplantation : journal of the American Society for Blood and Marrow Transplantation	ELSEVIER SCIENCE INC	0.0		HEMATOLOGY; TRANSPLANTATION; IMMUNOLOGY
BIOL BLOOD MARROW TR	2017.0	29	40	54	Biology of blood and marrow transplantation : journal of the American Society for Blood and Marrow Transplantation	ELSEVIER SCIENCE INC	0.0		HEMATOLOGY; TRANSPLANTATION; IMMUNOLOGY
BIOL BLOOD MARROW TR	2018.0	35	47	64	Biology of blood and marrow transplantation : journal of the American Society for Blood and Marrow Transplantation	ELSEVIER SCIENCE INC	0.0		HEMATOLOGY; TRANSPLANTATION; IMMUNOLOGY
BIOL BLOOD MARROW TR	2019.0	31	67	85	Biology of blood and marrow transplantation : journal of the American Society for Blood and Marrow Transplantation	ELSEVIER SCIENCE INC	0.0		HEMATOLOGY; TRANSPLANTATION; IMMUNOLOGY
BIOL BLOOD MARROW TR	2020.0	27	64	80	Biology of blood and marrow transplantation : journal of the American Society for Blood and Marrow Transplantation	ELSEVIER SCIENCE INC	0.0		HEMATOLOGY; TRANSPLANTATION; IMMUNOLOGY
BIOL BLOOD MARROW TR	2021.0	28	49	66	Transplantation and cellular therapy	ELSEVIER SCIENCE INC	0.0		HEMATOLOGY; TRANSPLANTATION; IMMUNOLOGY
BIOL BLOOD MARROW TR	2022.0	18	57	66	Transplantation and cellular therapy	ELSEVIER SCIENCE INC	0.0		HEMATOLOGY; TRANSPLANTATION; IMMUNOLOGY
BIOL BLOOD MARROW TR	2023.0	23	64	79	Transplantation and cellular therapy	ELSEVIER SCIENCE INC	0.0		HEMATOLOGY; TRANSPLANTATION; IMMUNOLOGY
BIOL BLOOD MARROW TR	2024.0	17	42	51	Transplantation and cellular therapy	ELSEVIER SCIENCE INC	0.0		HEMATOLOGY; TRANSPLANTATION; IMMUNOLOGY
BIOL BLOOD MARROW TR	2025.0	10	48	54	Transplantation and cellular therapy	ELSEVIER SCIENCE INC	0.0		HEMATOLOGY; TRANSPLANTATION; IMMUNOLOGY
BIOL BLOOD MARROW TR	2026.0	1	4	5	Transplantation and cellular therapy	ELSEVIER SCIENCE INC	0.0		HEMATOLOGY; TRANSPLANTATION; IMMUNOLOGY
BLOOD CANCER J	2011.0	20	8	22	Blood cancer journal	SPRINGERNATURE	1.0	2013	HEMATOLOGY; ONCOLOGY
BLOOD CANCER J	2012.0	17	16	26	Blood cancer journal	SPRINGERNATURE	1.0	2013	HEMATOLOGY; ONCOLOGY
BLOOD CANCER J	2013.0	27	16	33	Blood cancer journal	SPRINGERNATURE	1.0	2013	HEMATOLOGY; ONCOLOGY
BLOOD CANCER J	2014.0	25	21	32	Blood cancer journal	SPRINGERNATURE	1.0	2013	HEMATOLOGY; ONCOLOGY
BLOOD CANCER J	2015.0	20	21	28	Blood cancer journal	SPRINGERNATURE	1.0	2013	HEMATOLOGY; ONCOLOGY
BLOOD CANCER J	2016.0	17	14	23	Blood cancer journal	SPRINGERNATURE	1.0	2013	HEMATOLOGY; ONCOLOGY
BLOOD CANCER J	2017.0	16	20	26	Blood cancer journal	SPRINGERNATURE	1.0	2013	HEMATOLOGY; ONCOLOGY
BLOOD CANCER J	2018.0	11	19	23	Blood cancer journal	SPRINGERNATURE	1.0	2013	HEMATOLOGY; ONCOLOGY
BLOOD CANCER J	2019.0	17	20	27	Blood cancer journal	SPRINGERNATURE	1.0	2013	HEMATOLOGY; ONCOLOGY
BLOOD CANCER J	2020.0	14	26	30	Blood cancer journal	SPRINGERNATURE	1.0	2013	HEMATOLOGY; ONCOLOGY
BLOOD CANCER J	2021.0	24	38	39	Blood cancer journal	SPRINGERNATURE	1.0	2013	HEMATOLOGY; ONCOLOGY
BLOOD CANCER J	2022.0	22	26	31	Blood cancer journal	SPRINGERNATURE	1.0	2013	HEMATOLOGY; ONCOLOGY
BLOOD CANCER J	2023.0	18	34	38	Blood cancer journal	SPRINGERNATURE	1.0	2013	HEMATOLOGY; ONCOLOGY
BLOOD CANCER J	2024.0	21	40	46	Blood cancer journal	SPRINGERNATURE	1.0	2013	HEMATOLOGY; ONCOLOGY
BLOOD CANCER J	2025.0	14	27	33	Blood cancer journal	SPRINGERNATURE	1.0	2013	HEMATOLOGY; ONCOLOGY
BONE JOINT J	2013.0	28	30	58	The bone &amp; joint journal	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	0.0		ORTHOPEDICS; SURGERY
BONE JOINT J	2014.0	14	23	33	The bone &amp; joint journal	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	0.0		ORTHOPEDICS; SURGERY
BONE JOINT J	2015.0	26	32	53	The bone &amp; joint journal	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	0.0		ORTHOPEDICS; SURGERY
BONE JOINT J	2016.0	16	27	43	The bone &amp; joint journal	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	0.0		ORTHOPEDICS; SURGERY
BONE JOINT J	2017.0	11	36	45	The bone &amp; joint journal	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	0.0		ORTHOPEDICS; SURGERY
BONE JOINT J	2018.0	20	28	44	The bone &amp; joint journal	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	0.0		ORTHOPEDICS; SURGERY
BONE JOINT J	2019.0	22	31	50	The bone &amp; joint journal	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	0.0		ORTHOPEDICS; SURGERY
BONE JOINT J	2020.0	16	45	59	The bone &amp; joint journal	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	0.0		ORTHOPEDICS; SURGERY
BONE JOINT J	2021.0	16	37	49	The bone &amp; joint journal	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	0.0		ORTHOPEDICS; SURGERY
BONE JOINT J	2022.0	6	24	28	The bone &amp; joint journal	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	0.0		ORTHOPEDICS; SURGERY
BONE JOINT J	2023.0	9	22	29	The bone &amp; joint journal	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	0.0		ORTHOPEDICS; SURGERY
BONE JOINT J	2024.0	7	31	37	The bone &amp; joint journal	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	0.0		ORTHOPEDICS; SURGERY
BONE JOINT J	2025.0	13	26	35	The bone &amp; joint journal	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	0.0		ORTHOPEDICS; SURGERY
BONE JOINT RES	2012.0	7	7	13	Bone &amp; joint research	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	1.0	2021	CELL & TISSUE ENGINEERING; ORTHOPEDICS
BONE JOINT RES	2013.0	8	5	12	Bone &amp; joint research	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	1.0	2021	CELL & TISSUE ENGINEERING; ORTHOPEDICS
BONE JOINT RES	2014.0	12	8	20	Bone &amp; joint research	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	1.0	2021	CELL & TISSUE ENGINEERING; ORTHOPEDICS
BONE JOINT RES	2015.0	2	5	6	Bone &amp; joint research	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	1.0	2021	CELL & TISSUE ENGINEERING; ORTHOPEDICS
BONE JOINT RES	2016.0	21	12	30	Bone &amp; joint research	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	1.0	2021	CELL & TISSUE ENGINEERING; ORTHOPEDICS
BONE JOINT RES	2017.0	31	13	39	Bone &amp; joint research	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	1.0	2021	CELL & TISSUE ENGINEERING; ORTHOPEDICS
BONE JOINT RES	2018.0	23	18	40	Bone &amp; joint research	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	1.0	2021	CELL & TISSUE ENGINEERING; ORTHOPEDICS
BONE JOINT RES	2019.0	25	12	33	Bone &amp; joint research	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	1.0	2021	CELL & TISSUE ENGINEERING; ORTHOPEDICS
BONE JOINT RES	2020.0	39	19	49	Bone &amp; joint research	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	1.0	2021	CELL & TISSUE ENGINEERING; ORTHOPEDICS
BONE JOINT RES	2021.0	42	21	50	Bone &amp; joint research	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	1.0	2021	CELL & TISSUE ENGINEERING; ORTHOPEDICS
BONE JOINT RES	2022.0	30	34	52	Bone &amp; joint research	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	1.0	2021	CELL & TISSUE ENGINEERING; ORTHOPEDICS
BONE JOINT RES	2023.0	23	26	38	Bone &amp; joint research	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	1.0	2021	CELL & TISSUE ENGINEERING; ORTHOPEDICS
BONE JOINT RES	2024.0	25	24	41	Bone &amp; joint research	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	1.0	2021	CELL & TISSUE ENGINEERING; ORTHOPEDICS
BONE JOINT RES	2025.0	27	44	62	Bone &amp; joint research	BRITISH EDITORIAL SOC BONE & JOINT SURGERY	1.0	2021	CELL & TISSUE ENGINEERING; ORTHOPEDICS
BONE MARROW TRANSPL	2010.0	24	35	54	Bone marrow transplantation	SPRINGERNATURE	1.0	2013	HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
BONE MARROW TRANSPL	2011.0	9	18	23	Bone marrow transplantation	SPRINGERNATURE	1.0	2013	HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
BONE MARROW TRANSPL	2012.0	13	23	31	Bone marrow transplantation	SPRINGERNATURE	1.0	2013	HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
BONE MARROW TRANSPL	2013.0	18	20	34	Bone marrow transplantation	SPRINGERNATURE	1.0	2013	HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
BONE MARROW TRANSPL	2014.0	21	36	45	Bone marrow transplantation	SPRINGERNATURE	1.0	2013	HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
BONE MARROW TRANSPL	2015.0	14	31	38	Bone marrow transplantation	SPRINGERNATURE	1.0	2013	HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
BONE MARROW TRANSPL	2016.0	10	16	24	Bone marrow transplantation	SPRINGERNATURE	1.0	2013	HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
